id_tarea,id_asignacion,nombre,fecha_asignacion,fecha_limite,estado,tiempo_estimado,tiempo_real,prioridad
5845,1065,Tarea genérica 5845,2017-02-12,2017-02-17,completada,5.0,5.5,media
5846,1065,Tarea genérica 5846,2017-04-13,2017-04-18,completada,5.0,5.5,media
5847,1065,Tarea genérica 5847,2017-03-26,2017-03-31,completada,5.0,5.5,media
5848,1065,Tarea genérica 5848,2017-04-09,2017-04-14,completada,5.0,5.5,media
5849,1065,Tarea genérica 5849,2017-03-17,2017-03-22,completada,5.0,5.5,media
5850,1065,Tarea genérica 5850,2017-03-13,2017-03-18,completada,5.0,5.5,media
5851,1066,Tarea genérica 5851,2019-04-11,2019-04-16,completada,5.0,5.5,media
5852,1066,Tarea genérica 5852,2019-07-26,2019-07-31,completada,5.0,5.5,media
5853,1066,Tarea genérica 5853,2019-11-07,2019-11-12,completada,5.0,5.5,media
5854,1066,Tarea genérica 5854,2019-06-01,2019-06-06,completada,5.0,5.5,media
5855,1066,Tarea genérica 5855,2019-05-20,2019-05-25,completada,5.0,5.5,media
5856,1066,Tarea genérica 5856,2018-12-22,2018-12-27,completada,5.0,5.5,media
5857,1066,Tarea genérica 5857,2019-07-24,2019-07-29,completada,5.0,5.5,media
5858,1067,Tarea genérica 5858,2019-06-22,2019-06-27,completada,5.0,5.5,media
5859,1067,Tarea genérica 5859,2018-11-27,2018-12-02,completada,5.0,5.5,media
5860,1067,Tarea genérica 5860,2019-10-15,2019-10-20,completada,5.0,5.5,media
5861,1067,Tarea genérica 5861,2019-06-23,2019-06-28,completada,5.0,5.5,media
5862,1067,Tarea genérica 5862,2019-03-30,2019-04-04,completada,5.0,5.5,media
5863,1067,Tarea genérica 5863,2018-12-07,2018-12-12,completada,5.0,5.5,media
5864,1067,Tarea genérica 5864,2019-12-06,2019-12-11,completada,5.0,5.5,media
5865,1067,Tarea genérica 5865,2020-01-06,2020-01-11,completada,5.0,5.5,media
5866,1068,Tarea genérica 5866,2019-10-14,2019-10-19,completada,5.0,5.5,media
5867,1068,Tarea genérica 5867,2018-12-25,2018-12-30,completada,5.0,5.5,media
5868,1068,Tarea genérica 5868,2019-10-26,2019-10-31,completada,5.0,5.5,media
5869,1068,Tarea genérica 5869,2019-05-04,2019-05-09,completada,5.0,5.5,media
5870,1068,Tarea genérica 5870,2018-11-18,2018-11-23,completada,5.0,5.5,media
5871,1068,Tarea genérica 5871,2019-10-08,2019-10-13,completada,5.0,5.5,media
5872,1068,Tarea genérica 5872,2019-12-20,2019-12-25,completada,5.0,5.5,media
5873,1068,Tarea genérica 5873,2019-09-18,2019-09-23,completada,5.0,5.5,media
5874,1069,Tarea genérica 5874,2019-05-08,2019-05-13,completada,5.0,5.5,media
5875,1069,Tarea genérica 5875,2019-05-06,2019-05-11,completada,5.0,5.5,media
5876,1069,Tarea genérica 5876,2018-11-25,2018-11-30,completada,5.0,5.5,media
5877,1069,Tarea genérica 5877,2019-01-08,2019-01-13,completada,5.0,5.5,media
5878,1069,Tarea genérica 5878,2018-11-18,2018-11-23,completada,5.0,5.5,media
5879,1069,Tarea genérica 5879,2018-12-05,2018-12-10,completada,5.0,5.5,media
5880,1069,Tarea genérica 5880,2019-08-21,2019-08-26,completada,5.0,5.5,media
5881,1069,Tarea genérica 5881,2019-09-17,2019-09-22,completada,5.0,5.5,media
5882,1070,Tarea genérica 5882,2018-12-05,2018-12-10,completada,5.0,5.5,media
5883,1070,Tarea genérica 5883,2019-10-18,2019-10-23,completada,5.0,5.5,media
5884,1070,Tarea genérica 5884,2019-08-10,2019-08-15,completada,5.0,5.5,media
5885,1070,Tarea genérica 5885,2018-12-24,2018-12-29,completada,5.0,5.5,media
5886,1070,Tarea genérica 5886,2019-02-25,2019-03-02,completada,5.0,5.5,media
5887,1070,Tarea genérica 5887,2019-04-17,2019-04-22,completada,5.0,5.5,media
5888,1070,Tarea genérica 5888,2019-12-01,2019-12-06,completada,5.0,5.5,media
5889,1070,Tarea genérica 5889,2018-12-30,2019-01-04,completada,5.0,5.5,media
5890,1071,Tarea genérica 5890,2019-07-31,2019-08-05,completada,5.0,5.5,media
5891,1071,Tarea genérica 5891,2019-05-04,2019-05-09,completada,5.0,5.5,media
5892,1071,Tarea genérica 5892,2019-04-14,2019-04-19,completada,5.0,5.5,media
5893,1072,Tarea genérica 5893,2018-10-25,2018-10-30,completada,5.0,5.5,media
5894,1072,Tarea genérica 5894,2018-07-02,2018-07-07,completada,5.0,5.5,media
5895,1072,Tarea genérica 5895,2018-07-17,2018-07-22,completada,5.0,5.5,media
5896,1072,Tarea genérica 5896,2018-06-01,2018-06-06,completada,5.0,5.5,media
5897,1072,Tarea genérica 5897,2018-12-01,2018-12-06,completada,5.0,5.5,media
5898,1072,Tarea genérica 5898,2019-04-16,2019-04-21,completada,5.0,5.5,media
5899,1072,Tarea genérica 5899,2019-04-28,2019-05-03,completada,5.0,5.5,media
5900,1073,Tarea genérica 5900,2018-08-23,2018-08-28,completada,5.0,5.5,media
5901,1073,Tarea genérica 5901,2018-05-26,2018-05-31,completada,5.0,5.5,media
5902,1073,Tarea genérica 5902,2019-04-20,2019-04-25,completada,5.0,5.5,media
5903,1073,Tarea genérica 5903,2018-05-06,2018-05-11,completada,5.0,5.5,media
5904,1073,Tarea genérica 5904,2018-11-15,2018-11-20,completada,5.0,5.5,media
5905,1073,Tarea genérica 5905,2018-11-26,2018-12-01,completada,5.0,5.5,media
5906,1073,Tarea genérica 5906,2018-08-31,2018-09-05,completada,5.0,5.5,media
5907,1074,Tarea genérica 5907,2018-07-30,2018-08-04,completada,5.0,5.5,media
5908,1074,Tarea genérica 5908,2019-06-17,2019-06-22,completada,5.0,5.5,media
5909,1074,Tarea genérica 5909,2018-05-16,2018-05-21,completada,5.0,5.5,media
5910,1074,Tarea genérica 5910,2018-10-13,2018-10-18,completada,5.0,5.5,media
5911,1075,Tarea genérica 5911,2019-01-30,2019-02-04,completada,5.0,5.5,media
5912,1075,Tarea genérica 5912,2018-05-06,2018-05-11,completada,5.0,5.5,media
5913,1075,Tarea genérica 5913,2018-10-18,2018-10-23,completada,5.0,5.5,media
5914,1075,Tarea genérica 5914,2018-09-22,2018-09-27,completada,5.0,5.5,media
5915,1075,Tarea genérica 5915,2019-04-30,2019-05-05,completada,5.0,5.5,media
5916,1075,Tarea genérica 5916,2018-11-11,2018-11-16,completada,5.0,5.5,media
5917,1075,Tarea genérica 5917,2018-11-08,2018-11-13,completada,5.0,5.5,media
5918,1076,Tarea genérica 5918,2019-04-02,2019-04-07,completada,5.0,5.5,media
5919,1076,Tarea genérica 5919,2018-06-07,2018-06-12,completada,5.0,5.5,media
5920,1076,Tarea genérica 5920,2018-08-30,2018-09-04,completada,5.0,5.5,media
5921,1076,Tarea genérica 5921,2019-02-10,2019-02-15,completada,5.0,5.5,media
5922,1076,Tarea genérica 5922,2019-03-24,2019-03-29,completada,5.0,5.5,media
5923,1076,Tarea genérica 5923,2019-02-04,2019-02-09,completada,5.0,5.5,media
5924,1077,Tarea genérica 5924,2019-01-07,2019-01-12,completada,5.0,5.5,media
5925,1077,Tarea genérica 5925,2018-09-01,2018-09-06,completada,5.0,5.5,media
5926,1077,Tarea genérica 5926,2018-12-08,2018-12-13,completada,5.0,5.5,media
5927,1077,Tarea genérica 5927,2018-11-19,2018-11-24,completada,5.0,5.5,media
5928,1077,Tarea genérica 5928,2018-12-17,2018-12-22,completada,5.0,5.5,media
5929,1077,Tarea genérica 5929,2018-10-04,2018-10-09,completada,5.0,5.5,media
5930,1077,Tarea genérica 5930,2018-12-27,2019-01-01,completada,5.0,5.5,media
5931,1078,Tarea genérica 5931,2019-06-09,2019-06-14,completada,5.0,5.5,media
5932,1078,Tarea genérica 5932,2018-07-28,2018-08-02,completada,5.0,5.5,media
5933,1078,Tarea genérica 5933,2018-11-03,2018-11-08,completada,5.0,5.5,media
5934,1078,Tarea genérica 5934,2019-01-03,2019-01-08,completada,5.0,5.5,media
5935,1078,Tarea genérica 5935,2019-04-18,2019-04-23,completada,5.0,5.5,media
5936,1078,Tarea genérica 5936,2018-07-24,2018-07-29,completada,5.0,5.5,media
5937,1078,Tarea genérica 5937,2018-08-27,2018-09-01,completada,5.0,5.5,media
5938,1078,Tarea genérica 5938,2019-02-15,2019-02-20,completada,5.0,5.5,media
5939,1079,Tarea genérica 5939,2024-11-22,2024-11-27,completada,5.0,5.5,media
5940,1079,Tarea genérica 5940,2024-11-18,2024-11-23,completada,5.0,5.5,media
5941,1079,Tarea genérica 5941,2025-03-23,2025-03-28,completada,5.0,5.5,media
5942,1079,Tarea genérica 5942,2024-09-07,2024-09-12,completada,5.0,5.5,media
5943,1079,Tarea genérica 5943,2025-02-21,2025-02-26,completada,5.0,5.5,media
5944,1080,Tarea genérica 5944,2024-09-09,2024-09-14,completada,5.0,5.5,media
5945,1080,Tarea genérica 5945,2025-01-26,2025-01-31,completada,5.0,5.5,media
5946,1080,Tarea genérica 5946,2024-10-07,2024-10-12,completada,5.0,5.5,media
5947,1081,Tarea genérica 5947,2024-11-26,2024-12-01,completada,5.0,5.5,media
5948,1081,Tarea genérica 5948,2024-11-08,2024-11-13,completada,5.0,5.5,media
5949,1081,Tarea genérica 5949,2025-02-20,2025-02-25,completada,5.0,5.5,media
5950,1082,Tarea genérica 5950,2025-02-20,2025-02-25,completada,5.0,5.5,media
5951,1082,Tarea genérica 5951,2025-01-24,2025-01-29,completada,5.0,5.5,media
5952,1082,Tarea genérica 5952,2024-11-13,2024-11-18,completada,5.0,5.5,media
5953,1082,Tarea genérica 5953,2025-02-24,2025-03-01,completada,5.0,5.5,media
5954,1082,Tarea genérica 5954,2024-10-19,2024-10-24,completada,5.0,5.5,media
5955,1082,Tarea genérica 5955,2025-01-19,2025-01-24,completada,5.0,5.5,media
5956,1082,Tarea genérica 5956,2025-01-19,2025-01-24,completada,5.0,5.5,media
5957,1083,Tarea genérica 5957,2024-12-08,2024-12-13,completada,5.0,5.5,media
5958,1083,Tarea genérica 5958,2025-02-23,2025-02-28,completada,5.0,5.5,media
5959,1083,Tarea genérica 5959,2025-01-28,2025-02-02,completada,5.0,5.5,media
5960,1084,Tarea genérica 5960,2024-12-14,2024-12-19,completada,5.0,5.5,media
5961,1084,Tarea genérica 5961,2024-12-02,2024-12-07,completada,5.0,5.5,media
5962,1084,Tarea genérica 5962,2025-02-14,2025-02-19,completada,5.0,5.5,media
5963,1084,Tarea genérica 5963,2024-09-18,2024-09-23,completada,5.0,5.5,media
5964,1085,Tarea genérica 5964,2025-03-28,2025-04-02,completada,5.0,5.5,media
5965,1085,Tarea genérica 5965,2024-11-22,2024-11-27,completada,5.0,5.5,media
5966,1085,Tarea genérica 5966,2025-01-14,2025-01-19,completada,5.0,5.5,media
5967,1085,Tarea genérica 5967,2024-11-15,2024-11-20,completada,5.0,5.5,media
5968,1085,Tarea genérica 5968,2025-03-23,2025-03-28,completada,5.0,5.5,media
5969,1086,Tarea genérica 5969,2021-09-22,2021-09-27,completada,5.0,5.5,media
5970,1086,Tarea genérica 5970,2021-09-20,2021-09-25,completada,5.0,5.5,media
5971,1086,Tarea genérica 5971,2021-09-21,2021-09-26,completada,5.0,5.5,media
5972,1086,Tarea genérica 5972,2021-09-09,2021-09-14,completada,5.0,5.5,media
5973,1086,Tarea genérica 5973,2021-03-18,2021-03-23,completada,5.0,5.5,media
5974,1086,Tarea genérica 5974,2021-04-06,2021-04-11,completada,5.0,5.5,media
5975,1086,Tarea genérica 5975,2021-05-08,2021-05-13,completada,5.0,5.5,media
5976,1086,Tarea genérica 5976,2021-06-19,2021-06-24,completada,5.0,5.5,media
5977,1087,Tarea genérica 5977,2021-04-20,2021-04-25,completada,5.0,5.5,media
5978,1087,Tarea genérica 5978,2021-07-18,2021-07-23,completada,5.0,5.5,media
5979,1087,Tarea genérica 5979,2021-10-02,2021-10-07,completada,5.0,5.5,media
5980,1087,Tarea genérica 5980,2021-05-25,2021-05-30,completada,5.0,5.5,media
5981,1087,Tarea genérica 5981,2021-06-09,2021-06-14,completada,5.0,5.5,media
5982,1087,Tarea genérica 5982,2021-05-24,2021-05-29,completada,5.0,5.5,media
5983,1087,Tarea genérica 5983,2021-07-13,2021-07-18,completada,5.0,5.5,media
5984,1088,Tarea genérica 5984,2021-05-04,2021-05-09,completada,5.0,5.5,media
5985,1088,Tarea genérica 5985,2021-07-07,2021-07-12,completada,5.0,5.5,media
5986,1088,Tarea genérica 5986,2021-09-30,2021-10-05,completada,5.0,5.5,media
5987,1088,Tarea genérica 5987,2021-05-25,2021-05-30,completada,5.0,5.5,media
5988,1088,Tarea genérica 5988,2021-07-22,2021-07-27,completada,5.0,5.5,media
5989,1088,Tarea genérica 5989,2021-08-10,2021-08-15,completada,5.0,5.5,media
5990,1088,Tarea genérica 5990,2021-03-30,2021-04-04,completada,5.0,5.5,media
5991,1089,Tarea genérica 5991,2021-05-05,2021-05-10,completada,5.0,5.5,media
5992,1089,Tarea genérica 5992,2021-05-25,2021-05-30,completada,5.0,5.5,media
5993,1089,Tarea genérica 5993,2021-03-21,2021-03-26,completada,5.0,5.5,media
5994,1090,Tarea genérica 5994,2021-08-14,2021-08-19,completada,5.0,5.5,media
5995,1090,Tarea genérica 5995,2021-09-06,2021-09-11,completada,5.0,5.5,media
5996,1090,Tarea genérica 5996,2021-04-10,2021-04-15,completada,5.0,5.5,media
5997,1090,Tarea genérica 5997,2021-06-06,2021-06-11,completada,5.0,5.5,media
5998,1090,Tarea genérica 5998,2021-08-01,2021-08-06,completada,5.0,5.5,media
5999,1090,Tarea genérica 5999,2021-04-13,2021-04-18,completada,5.0,5.5,media
6000,1091,Tarea genérica 6000,2019-04-29,2019-05-04,completada,5.0,5.5,media
6001,1091,Tarea genérica 6001,2020-03-15,2020-03-20,completada,5.0,5.5,media
6002,1091,Tarea genérica 6002,2019-06-08,2019-06-13,completada,5.0,5.5,media
6003,1092,Tarea genérica 6003,2019-06-18,2019-06-23,completada,5.0,5.5,media
6004,1092,Tarea genérica 6004,2019-11-26,2019-12-01,completada,5.0,5.5,media
6005,1092,Tarea genérica 6005,2019-11-20,2019-11-25,completada,5.0,5.5,media
6006,1092,Tarea genérica 6006,2019-11-07,2019-11-12,completada,5.0,5.5,media
6007,1092,Tarea genérica 6007,2019-06-29,2019-07-04,completada,5.0,5.5,media
6008,1093,Tarea genérica 6008,2020-02-13,2020-02-18,completada,5.0,5.5,media
6009,1093,Tarea genérica 6009,2019-08-26,2019-08-31,completada,5.0,5.5,media
6010,1093,Tarea genérica 6010,2019-05-18,2019-05-23,completada,5.0,5.5,media
6011,1094,Tarea genérica 6011,2019-03-02,2019-03-07,completada,5.0,5.5,media
6012,1094,Tarea genérica 6012,2020-03-01,2020-03-06,completada,5.0,5.5,media
6013,1094,Tarea genérica 6013,2019-03-17,2019-03-22,completada,5.0,5.5,media
6014,1094,Tarea genérica 6014,2020-02-17,2020-02-22,completada,5.0,5.5,media
6015,1095,Tarea genérica 6015,2017-02-19,2017-02-24,pendiente,5.0,5.5,media
6016,1095,Tarea genérica 6016,2017-01-23,2017-01-28,pendiente,5.0,5.5,media
6017,1095,Tarea genérica 6017,2017-03-03,2017-03-08,pendiente,5.0,5.5,media
6018,1096,Tarea genérica 6018,2016-11-12,2016-11-17,pendiente,5.0,5.5,media
6019,1096,Tarea genérica 6019,2016-10-06,2016-10-11,pendiente,5.0,5.5,media
6020,1096,Tarea genérica 6020,2017-01-21,2017-01-26,pendiente,5.0,5.5,media
6021,1097,Tarea genérica 6021,2017-02-03,2017-02-08,pendiente,5.0,5.5,media
6022,1097,Tarea genérica 6022,2017-03-12,2017-03-17,pendiente,5.0,5.5,media
6023,1097,Tarea genérica 6023,2017-02-07,2017-02-12,pendiente,5.0,5.5,media
6024,1097,Tarea genérica 6024,2016-10-13,2016-10-18,pendiente,5.0,5.5,media
6025,1097,Tarea genérica 6025,2016-09-06,2016-09-11,pendiente,5.0,5.5,media
6026,1097,Tarea genérica 6026,2016-09-08,2016-09-13,pendiente,5.0,5.5,media
6027,1097,Tarea genérica 6027,2017-05-09,2017-05-14,pendiente,5.0,5.5,media
6028,1098,Tarea genérica 6028,2017-02-13,2017-02-18,pendiente,5.0,5.5,media
6029,1098,Tarea genérica 6029,2017-05-25,2017-05-30,pendiente,5.0,5.5,media
6030,1098,Tarea genérica 6030,2017-02-12,2017-02-17,pendiente,5.0,5.5,media
6031,1099,Tarea genérica 6031,2016-12-08,2016-12-13,pendiente,5.0,5.5,media
6032,1099,Tarea genérica 6032,2017-01-20,2017-01-25,pendiente,5.0,5.5,media
6033,1099,Tarea genérica 6033,2016-10-14,2016-10-19,pendiente,5.0,5.5,media
6034,1099,Tarea genérica 6034,2016-11-28,2016-12-03,pendiente,5.0,5.5,media
6035,1099,Tarea genérica 6035,2017-06-01,2017-06-06,pendiente,5.0,5.5,media
6036,1099,Tarea genérica 6036,2017-04-10,2017-04-15,pendiente,5.0,5.5,media
6037,1099,Tarea genérica 6037,2017-02-28,2017-03-05,pendiente,5.0,5.5,media
6038,1100,Tarea genérica 6038,2017-05-11,2017-05-16,pendiente,5.0,5.5,media
6039,1100,Tarea genérica 6039,2017-01-08,2017-01-13,pendiente,5.0,5.5,media
6040,1100,Tarea genérica 6040,2017-01-10,2017-01-15,pendiente,5.0,5.5,media
6041,1100,Tarea genérica 6041,2016-09-29,2016-10-04,pendiente,5.0,5.5,media
6042,1101,Tarea genérica 6042,2017-03-27,2017-04-01,pendiente,5.0,5.5,media
6043,1101,Tarea genérica 6043,2016-09-07,2016-09-12,pendiente,5.0,5.5,media
6044,1101,Tarea genérica 6044,2016-10-01,2016-10-06,pendiente,5.0,5.5,media
6045,1101,Tarea genérica 6045,2016-10-09,2016-10-14,pendiente,5.0,5.5,media
6046,1101,Tarea genérica 6046,2016-11-10,2016-11-15,pendiente,5.0,5.5,media
6047,1101,Tarea genérica 6047,2017-05-29,2017-06-03,pendiente,5.0,5.5,media
6048,1102,Tarea genérica 6048,2022-03-05,2022-03-10,completada,5.0,5.5,media
6049,1102,Tarea genérica 6049,2022-01-23,2022-01-28,completada,5.0,5.5,media
6050,1102,Tarea genérica 6050,2022-02-11,2022-02-16,completada,5.0,5.5,media
6051,1103,Tarea genérica 6051,2022-01-28,2022-02-02,completada,5.0,5.5,media
6052,1103,Tarea genérica 6052,2022-02-27,2022-03-04,completada,5.0,5.5,media
6053,1103,Tarea genérica 6053,2022-03-10,2022-03-15,completada,5.0,5.5,media
6054,1104,Tarea genérica 6054,2022-03-20,2022-03-25,completada,5.0,5.5,media
6055,1104,Tarea genérica 6055,2022-01-13,2022-01-18,completada,5.0,5.5,media
6056,1104,Tarea genérica 6056,2022-01-14,2022-01-19,completada,5.0,5.5,media
6057,1104,Tarea genérica 6057,2022-01-13,2022-01-18,completada,5.0,5.5,media
6058,1105,Tarea genérica 6058,2022-01-14,2022-01-19,completada,5.0,5.5,media
6059,1105,Tarea genérica 6059,2022-02-24,2022-03-01,completada,5.0,5.5,media
6060,1105,Tarea genérica 6060,2022-04-04,2022-04-09,completada,5.0,5.5,media
6061,1105,Tarea genérica 6061,2022-02-28,2022-03-05,completada,5.0,5.5,media
6062,1105,Tarea genérica 6062,2022-01-09,2022-01-14,completada,5.0,5.5,media
6063,1105,Tarea genérica 6063,2022-03-26,2022-03-31,completada,5.0,5.5,media
6064,1105,Tarea genérica 6064,2022-02-17,2022-02-22,completada,5.0,5.5,media
6065,1105,Tarea genérica 6065,2022-02-25,2022-03-02,completada,5.0,5.5,media
6066,1106,Tarea genérica 6066,2022-01-26,2022-01-31,completada,5.0,5.5,media
6067,1106,Tarea genérica 6067,2022-02-20,2022-02-25,completada,5.0,5.5,media
6068,1106,Tarea genérica 6068,2022-02-20,2022-02-25,completada,5.0,5.5,media
6069,1107,Tarea genérica 6069,2022-02-03,2022-02-08,completada,5.0,5.5,media
6070,1107,Tarea genérica 6070,2022-03-24,2022-03-29,completada,5.0,5.5,media
6071,1107,Tarea genérica 6071,2022-03-05,2022-03-10,completada,5.0,5.5,media
6072,1107,Tarea genérica 6072,2022-02-07,2022-02-12,completada,5.0,5.5,media
6073,1108,Tarea genérica 6073,2022-01-30,2022-02-04,completada,5.0,5.5,media
6074,1108,Tarea genérica 6074,2022-03-02,2022-03-07,completada,5.0,5.5,media
6075,1108,Tarea genérica 6075,2022-04-08,2022-04-13,completada,5.0,5.5,media
6076,1108,Tarea genérica 6076,2022-01-28,2022-02-02,completada,5.0,5.5,media
6077,1108,Tarea genérica 6077,2022-04-08,2022-04-13,completada,5.0,5.5,media
6078,1108,Tarea genérica 6078,2022-04-09,2022-04-14,completada,5.0,5.5,media
6079,1108,Tarea genérica 6079,2022-03-12,2022-03-17,completada,5.0,5.5,media
6080,1109,Tarea genérica 6080,2022-03-21,2022-03-26,completada,5.0,5.5,media
6081,1109,Tarea genérica 6081,2022-01-09,2022-01-14,completada,5.0,5.5,media
6082,1109,Tarea genérica 6082,2022-03-06,2022-03-11,completada,5.0,5.5,media
6083,1110,Tarea genérica 6083,2025-06-10,2025-06-15,pendiente,5.0,5.5,media
6084,1110,Tarea genérica 6084,2025-09-07,2025-09-12,pendiente,5.0,5.5,media
6085,1110,Tarea genérica 6085,2025-01-21,2025-01-26,pendiente,5.0,5.5,media
6086,1110,Tarea genérica 6086,2025-02-24,2025-03-01,pendiente,5.0,5.5,media
6087,1110,Tarea genérica 6087,2025-01-10,2025-01-15,pendiente,5.0,5.5,media
6088,1111,Tarea genérica 6088,2025-10-09,2025-10-14,pendiente,5.0,5.5,media
6089,1111,Tarea genérica 6089,2025-05-08,2025-05-13,pendiente,5.0,5.5,media
6090,1111,Tarea genérica 6090,2025-09-21,2025-09-26,pendiente,5.0,5.5,media
6091,1111,Tarea genérica 6091,2025-01-24,2025-01-29,pendiente,5.0,5.5,media
6092,1111,Tarea genérica 6092,2025-03-17,2025-03-22,pendiente,5.0,5.5,media
6093,1111,Tarea genérica 6093,2025-08-22,2025-08-27,pendiente,5.0,5.5,media
6094,1111,Tarea genérica 6094,2025-01-02,2025-01-07,pendiente,5.0,5.5,media
6095,1111,Tarea genérica 6095,2025-10-31,2025-11-05,pendiente,5.0,5.5,media
6096,1112,Tarea genérica 6096,2025-04-10,2025-04-15,pendiente,5.0,5.5,media
6097,1112,Tarea genérica 6097,2024-12-17,2024-12-22,pendiente,5.0,5.5,media
6098,1112,Tarea genérica 6098,2025-11-06,2025-11-11,pendiente,5.0,5.5,media
6099,1112,Tarea genérica 6099,2025-11-26,2025-12-01,pendiente,5.0,5.5,media
6100,1112,Tarea genérica 6100,2025-11-06,2025-11-11,pendiente,5.0,5.5,media
6101,1112,Tarea genérica 6101,2024-12-19,2024-12-24,pendiente,5.0,5.5,media
6102,1113,Tarea genérica 6102,2025-03-30,2025-04-04,pendiente,5.0,5.5,media
6103,1113,Tarea genérica 6103,2025-09-07,2025-09-12,pendiente,5.0,5.5,media
6104,1113,Tarea genérica 6104,2025-04-26,2025-05-01,pendiente,5.0,5.5,media
6105,1114,Tarea genérica 6105,2025-01-02,2025-01-07,pendiente,5.0,5.5,media
6106,1114,Tarea genérica 6106,2025-09-07,2025-09-12,pendiente,5.0,5.5,media
6107,1114,Tarea genérica 6107,2025-09-22,2025-09-27,pendiente,5.0,5.5,media
6108,1114,Tarea genérica 6108,2025-04-02,2025-04-07,pendiente,5.0,5.5,media
6109,1115,Tarea genérica 6109,2025-09-03,2025-09-08,pendiente,5.0,5.5,media
6110,1115,Tarea genérica 6110,2025-04-24,2025-04-29,pendiente,5.0,5.5,media
6111,1115,Tarea genérica 6111,2025-06-02,2025-06-07,pendiente,5.0,5.5,media
6112,1116,Tarea genérica 6112,2025-04-21,2025-04-26,pendiente,5.0,5.5,media
6113,1116,Tarea genérica 6113,2024-12-12,2024-12-17,pendiente,5.0,5.5,media
6114,1116,Tarea genérica 6114,2025-11-21,2025-11-26,pendiente,5.0,5.5,media
6115,1116,Tarea genérica 6115,2025-05-28,2025-06-02,pendiente,5.0,5.5,media
6116,1116,Tarea genérica 6116,2025-04-13,2025-04-18,pendiente,5.0,5.5,media
6117,1116,Tarea genérica 6117,2025-10-02,2025-10-07,pendiente,5.0,5.5,media
6118,1117,Tarea genérica 6118,2018-02-24,2018-03-01,completada,5.0,5.5,media
6119,1117,Tarea genérica 6119,2018-05-06,2018-05-11,completada,5.0,5.5,media
6120,1117,Tarea genérica 6120,2017-10-23,2017-10-28,completada,5.0,5.5,media
6121,1117,Tarea genérica 6121,2017-12-14,2017-12-19,completada,5.0,5.5,media
6122,1117,Tarea genérica 6122,2017-11-16,2017-11-21,completada,5.0,5.5,media
6123,1117,Tarea genérica 6123,2017-12-21,2017-12-26,completada,5.0,5.5,media
6124,1118,Tarea genérica 6124,2017-11-12,2017-11-17,completada,5.0,5.5,media
6125,1118,Tarea genérica 6125,2018-04-17,2018-04-22,completada,5.0,5.5,media
6126,1118,Tarea genérica 6126,2018-01-17,2018-01-22,completada,5.0,5.5,media
6127,1119,Tarea genérica 6127,2018-06-18,2018-06-23,completada,5.0,5.5,media
6128,1119,Tarea genérica 6128,2018-06-12,2018-06-17,completada,5.0,5.5,media
6129,1119,Tarea genérica 6129,2018-03-17,2018-03-22,completada,5.0,5.5,media
6130,1119,Tarea genérica 6130,2018-03-10,2018-03-15,completada,5.0,5.5,media
6131,1119,Tarea genérica 6131,2018-03-29,2018-04-03,completada,5.0,5.5,media
6132,1119,Tarea genérica 6132,2018-03-09,2018-03-14,completada,5.0,5.5,media
6133,1120,Tarea genérica 6133,2017-12-28,2018-01-02,completada,5.0,5.5,media
6134,1120,Tarea genérica 6134,2018-04-26,2018-05-01,completada,5.0,5.5,media
6135,1120,Tarea genérica 6135,2018-02-10,2018-02-15,completada,5.0,5.5,media
6136,1120,Tarea genérica 6136,2018-03-14,2018-03-19,completada,5.0,5.5,media
6137,1120,Tarea genérica 6137,2018-04-17,2018-04-22,completada,5.0,5.5,media
6138,1121,Tarea genérica 6138,2018-06-09,2018-06-14,completada,5.0,5.5,media
6139,1121,Tarea genérica 6139,2018-03-18,2018-03-23,completada,5.0,5.5,media
6140,1121,Tarea genérica 6140,2018-02-21,2018-02-26,completada,5.0,5.5,media
6141,1121,Tarea genérica 6141,2018-01-07,2018-01-12,completada,5.0,5.5,media
6142,1121,Tarea genérica 6142,2017-10-28,2017-11-02,completada,5.0,5.5,media
6143,1121,Tarea genérica 6143,2017-11-13,2017-11-18,completada,5.0,5.5,media
6144,1121,Tarea genérica 6144,2018-03-21,2018-03-26,completada,5.0,5.5,media
6145,1122,Tarea genérica 6145,2023-05-08,2023-05-13,completada,5.0,5.5,media
6146,1122,Tarea genérica 6146,2023-03-09,2023-03-14,completada,5.0,5.5,media
6147,1122,Tarea genérica 6147,2023-04-15,2023-04-20,completada,5.0,5.5,media
6148,1122,Tarea genérica 6148,2022-12-22,2022-12-27,completada,5.0,5.5,media
6149,1122,Tarea genérica 6149,2023-02-06,2023-02-11,completada,5.0,5.5,media
6150,1122,Tarea genérica 6150,2022-12-26,2022-12-31,completada,5.0,5.5,media
6151,1122,Tarea genérica 6151,2023-03-25,2023-03-30,completada,5.0,5.5,media
6152,1123,Tarea genérica 6152,2023-02-25,2023-03-02,completada,5.0,5.5,media
6153,1123,Tarea genérica 6153,2023-03-28,2023-04-02,completada,5.0,5.5,media
6154,1123,Tarea genérica 6154,2023-05-10,2023-05-15,completada,5.0,5.5,media
6155,1123,Tarea genérica 6155,2022-12-31,2023-01-05,completada,5.0,5.5,media
6156,1123,Tarea genérica 6156,2023-02-16,2023-02-21,completada,5.0,5.5,media
6157,1123,Tarea genérica 6157,2022-12-24,2022-12-29,completada,5.0,5.5,media
