id_prueba,id_asignacion,descripcion,tipo,fecha_ejecucion,resultado,severidad_defecto,tiempo_resolucion_horas
1819,137,Prueba auto 1819,integración,2021-05-14,éxito,nula,0
1820,137,Prueba auto 1820,sistema,2021-05-17,fallo,baja,2
1821,137,Prueba auto 1821,sistema,2021-06-02,éxito,nula,0
1822,137,Prueba auto 1822,sistema,2021-03-12,éxito,nula,0
1823,137,Prueba auto 1823,sistema,2021-04-30,éxito,nula,0
1824,137,Prueba auto 1824,sistema,2021-05-14,éxito,nula,0
1825,137,Prueba auto 1825,sistema,2021-06-01,éxito,nula,0
1826,137,Prueba auto 1826,integración,2021-06-26,éxito,nula,0
1827,137,Prueba auto 1827,integración,2021-06-08,éxito,nula,0
1828,137,Prueba auto 1828,sistema,2021-04-20,fallo,alta,2
1829,137,Prueba auto 1829,sistema,2021-05-13,éxito,nula,0
1830,137,Prueba auto 1830,sistema,2021-04-25,éxito,nula,0
1831,137,Prueba auto 1831,integración,2021-05-14,fallo,media,5
1832,137,Prueba auto 1832,integración,2021-03-21,éxito,nula,0
1833,137,Prueba auto 1833,integración,2021-05-03,fallo,alta,2
1834,137,Prueba auto 1834,integración,2021-04-21,éxito,nula,0
1835,137,Prueba auto 1835,sistema,2021-04-29,éxito,nula,0
1836,137,Prueba auto 1836,sistema,2021-04-18,éxito,nula,0
1837,137,Prueba auto 1837,integración,2021-06-09,éxito,nula,0
1838,137,Prueba auto 1838,sistema,2021-05-06,fallo,media,5
1839,137,Prueba auto 1839,sistema,2021-05-21,éxito,nula,0
1840,137,Prueba auto 1840,sistema,2021-06-20,fallo,baja,4
1841,137,Prueba auto 1841,integración,2021-05-11,éxito,nula,0
1842,137,Prueba auto 1842,integración,2021-05-15,fallo,alta,7
1843,137,Prueba auto 1843,integración,2021-05-25,éxito,nula,0
1844,137,Prueba auto 1844,sistema,2021-05-26,éxito,nula,0
1845,137,Prueba auto 1845,integración,2021-03-16,éxito,nula,0
1846,137,Prueba auto 1846,sistema,2021-06-13,éxito,nula,0
1847,137,Prueba auto 1847,integración,2021-03-12,éxito,nula,0
1848,137,Prueba auto 1848,integración,2021-03-02,éxito,nula,0
1849,137,Prueba auto 1849,integración,2021-06-06,éxito,nula,0
1850,137,Prueba auto 1850,sistema,2021-02-04,éxito,nula,0
1851,137,Prueba auto 1851,integración,2021-03-17,éxito,nula,0
1852,138,Prueba auto 1852,integración,2021-05-27,éxito,nula,0
1853,138,Prueba auto 1853,integración,2021-04-06,éxito,nula,0
1854,138,Prueba auto 1854,integración,2021-05-15,éxito,nula,0
1855,138,Prueba auto 1855,sistema,2021-06-10,éxito,nula,0
1856,138,Prueba auto 1856,sistema,2021-04-14,éxito,nula,0
1857,138,Prueba auto 1857,integración,2021-06-10,éxito,nula,0
1858,138,Prueba auto 1858,sistema,2021-06-02,éxito,nula,0
1859,138,Prueba auto 1859,sistema,2021-06-10,éxito,nula,0
1860,138,Prueba auto 1860,integración,2021-03-15,éxito,nula,0
1861,138,Prueba auto 1861,integración,2021-03-19,éxito,nula,0
1862,138,Prueba auto 1862,integración,2021-05-24,éxito,nula,0
1863,138,Prueba auto 1863,integración,2021-05-15,éxito,nula,0
1864,138,Prueba auto 1864,sistema,2021-04-01,fallo,media,1
1865,138,Prueba auto 1865,sistema,2021-05-02,éxito,nula,0
1866,138,Prueba auto 1866,sistema,2021-05-08,éxito,nula,0
1867,138,Prueba auto 1867,sistema,2021-06-16,fallo,baja,8
1868,138,Prueba auto 1868,integración,2021-03-13,éxito,nula,0
1869,138,Prueba auto 1869,sistema,2021-03-24,éxito,nula,0
1870,138,Prueba auto 1870,integración,2021-04-22,éxito,nula,0
1871,138,Prueba auto 1871,sistema,2021-03-06,éxito,nula,0
1872,138,Prueba auto 1872,sistema,2021-05-31,éxito,nula,0
1873,138,Prueba auto 1873,sistema,2021-05-02,éxito,nula,0
1874,138,Prueba auto 1874,sistema,2021-06-08,éxito,nula,0
1875,138,Prueba auto 1875,sistema,2021-05-07,éxito,nula,0
1876,138,Prueba auto 1876,integración,2021-06-03,éxito,nula,0
1877,138,Prueba auto 1877,integración,2021-05-05,éxito,nula,0
1878,138,Prueba auto 1878,sistema,2021-04-06,éxito,nula,0
1879,142,Prueba auto 1879,integración,2020-04-01,fallo,baja,8
1880,142,Prueba auto 1880,integración,2020-02-28,éxito,nula,0
1881,142,Prueba auto 1881,integración,2020-01-20,éxito,nula,0
1882,142,Prueba auto 1882,integración,2020-01-26,éxito,nula,0
1883,142,Prueba auto 1883,integración,2020-04-08,éxito,nula,0
1884,142,Prueba auto 1884,integración,2020-03-08,éxito,nula,0
1885,142,Prueba auto 1885,integración,2020-03-01,éxito,nula,0
1886,142,Prueba auto 1886,sistema,2020-03-13,éxito,nula,0
1887,142,Prueba auto 1887,sistema,2019-12-04,éxito,nula,0
1888,142,Prueba auto 1888,integración,2020-04-02,éxito,nula,0
1889,142,Prueba auto 1889,sistema,2020-03-22,éxito,nula,0
1890,142,Prueba auto 1890,integración,2020-01-04,éxito,nula,0
1891,142,Prueba auto 1891,sistema,2020-02-29,éxito,nula,0
1892,142,Prueba auto 1892,integración,2020-03-26,éxito,nula,0
1893,142,Prueba auto 1893,sistema,2020-02-09,éxito,nula,0
1894,142,Prueba auto 1894,integración,2020-04-05,éxito,nula,0
1895,142,Prueba auto 1895,sistema,2020-01-23,éxito,nula,0
1896,142,Prueba auto 1896,integración,2020-03-26,éxito,nula,0
1897,142,Prueba auto 1897,integración,2020-02-11,éxito,nula,0
1898,142,Prueba auto 1898,integración,2020-04-06,éxito,nula,0
1899,142,Prueba auto 1899,integración,2020-02-05,éxito,nula,0
1900,142,Prueba auto 1900,integración,2020-02-21,éxito,nula,0
1901,142,Prueba auto 1901,integración,2019-12-16,éxito,nula,0
1902,142,Prueba auto 1902,integración,2020-02-07,éxito,nula,0
1903,142,Prueba auto 1903,sistema,2019-12-24,éxito,nula,0
1904,142,Prueba auto 1904,sistema,2020-01-24,éxito,nula,0
1905,142,Prueba auto 1905,sistema,2019-12-17,fallo,alta,4
1906,142,Prueba auto 1906,sistema,2020-03-09,éxito,nula,0
1907,142,Prueba auto 1907,integración,2020-03-19,éxito,nula,0
1908,142,Prueba auto 1908,integración,2020-01-14,fallo,alta,2
1909,142,Prueba auto 1909,sistema,2020-03-20,fallo,baja,7
1910,142,Prueba auto 1910,integración,2020-04-02,éxito,nula,0
1911,142,Prueba auto 1911,integración,2020-03-14,éxito,nula,0
1912,142,Prueba auto 1912,sistema,2020-03-28,éxito,nula,0
1913,143,Prueba auto 1913,integración,2020-04-10,fallo,baja,3
1914,143,Prueba auto 1914,integración,2020-04-14,éxito,nula,0
1915,143,Prueba auto 1915,sistema,2020-04-04,fallo,crítica,4
1916,143,Prueba auto 1916,sistema,2020-03-27,éxito,nula,0
1917,143,Prueba auto 1917,sistema,2020-01-09,éxito,nula,0
1918,143,Prueba auto 1918,integración,2019-11-25,éxito,nula,0
1919,143,Prueba auto 1919,sistema,2020-03-03,éxito,nula,0
1920,143,Prueba auto 1920,integración,2020-01-24,éxito,nula,0
1921,143,Prueba auto 1921,integración,2020-02-01,fallo,crítica,8
1922,143,Prueba auto 1922,sistema,2020-02-12,éxito,nula,0
1923,143,Prueba auto 1923,sistema,2020-02-27,éxito,nula,0
1924,143,Prueba auto 1924,sistema,2020-01-22,fallo,media,3
1925,143,Prueba auto 1925,integración,2020-03-07,éxito,nula,0
1926,143,Prueba auto 1926,integración,2020-01-24,éxito,nula,0
1927,143,Prueba auto 1927,integración,2020-02-17,éxito,nula,0
1928,143,Prueba auto 1928,sistema,2020-01-11,éxito,nula,0
1929,143,Prueba auto 1929,integración,2020-03-25,fallo,baja,7
1930,143,Prueba auto 1930,sistema,2020-02-27,éxito,nula,0
1931,143,Prueba auto 1931,sistema,2020-03-01,éxito,nula,0
1932,143,Prueba auto 1932,integración,2020-04-01,éxito,nula,0
1933,143,Prueba auto 1933,integración,2020-02-16,éxito,nula,0
1934,143,Prueba auto 1934,sistema,2020-02-13,éxito,nula,0
1935,143,Prueba auto 1935,integración,2020-03-15,éxito,nula,0
1936,143,Prueba auto 1936,integración,2020-03-02,fallo,crítica,6
1937,143,Prueba auto 1937,integración,2020-01-17,éxito,nula,0
1938,143,Prueba auto 1938,sistema,2020-04-09,éxito,nula,0
1939,143,Prueba auto 1939,integración,2020-02-10,éxito,nula,0
1940,143,Prueba auto 1940,sistema,2020-02-10,fallo,media,7
1941,143,Prueba auto 1941,integración,2019-12-16,éxito,nula,0
1942,143,Prueba auto 1942,integración,2020-03-17,éxito,nula,0
1943,143,Prueba auto 1943,sistema,2020-03-09,éxito,nula,0
1944,143,Prueba auto 1944,integración,2019-12-02,éxito,nula,0
1945,143,Prueba auto 1945,integración,2020-03-08,fallo,alta,2
1946,143,Prueba auto 1946,sistema,2020-02-19,éxito,nula,0
1947,143,Prueba auto 1947,sistema,2020-04-06,éxito,nula,0
1948,143,Prueba auto 1948,integración,2020-02-15,éxito,nula,0
1949,143,Prueba auto 1949,integración,2020-03-30,éxito,nula,0
1950,143,Prueba auto 1950,sistema,2020-02-11,éxito,nula,0
1951,143,Prueba auto 1951,sistema,2020-03-21,fallo,baja,5
1952,143,Prueba auto 1952,integración,2020-03-06,fallo,baja,1
1953,143,Prueba auto 1953,integración,2020-03-24,éxito,nula,0
1954,143,Prueba auto 1954,integración,2020-04-15,éxito,nula,0
1955,143,Prueba auto 1955,sistema,2020-04-23,éxito,nula,0
1956,143,Prueba auto 1956,sistema,2020-03-19,éxito,nula,0
1957,143,Prueba auto 1957,integración,2020-01-15,éxito,nula,0
1958,143,Prueba auto 1958,integración,2020-03-10,éxito,nula,0
1959,143,Prueba auto 1959,sistema,2020-03-02,éxito,nula,0
1960,143,Prueba auto 1960,sistema,2020-01-28,éxito,nula,0
1961,144,Prueba auto 1961,sistema,2020-03-12,fallo,media,4
1962,144,Prueba auto 1962,sistema,2020-04-02,éxito,nula,0
1963,144,Prueba auto 1963,sistema,2020-01-30,fallo,baja,1
1964,144,Prueba auto 1964,integración,2020-03-20,fallo,baja,4
1965,144,Prueba auto 1965,sistema,2020-01-25,éxito,nula,0
1966,144,Prueba auto 1966,sistema,2020-03-30,éxito,nula,0
1967,144,Prueba auto 1967,integración,2020-04-07,fallo,alta,5
1968,144,Prueba auto 1968,integración,2020-01-31,éxito,nula,0
1969,144,Prueba auto 1969,integración,2020-03-17,éxito,nula,0
1970,144,Prueba auto 1970,sistema,2020-02-08,éxito,nula,0
1971,144,Prueba auto 1971,integración,2020-01-28,éxito,nula,0
1972,144,Prueba auto 1972,sistema,2020-02-01,éxito,nula,0
1973,144,Prueba auto 1973,sistema,2020-03-03,éxito,nula,0
1974,144,Prueba auto 1974,integración,2020-03-28,éxito,nula,0
1975,144,Prueba auto 1975,sistema,2020-04-19,fallo,media,7
1976,144,Prueba auto 1976,sistema,2020-03-01,éxito,nula,0
1977,144,Prueba auto 1977,sistema,2020-02-27,éxito,nula,0
1978,144,Prueba auto 1978,integración,2019-12-13,éxito,nula,0
1979,144,Prueba auto 1979,sistema,2020-03-15,éxito,nula,0
1980,144,Prueba auto 1980,sistema,2020-02-26,éxito,nula,0
1981,144,Prueba auto 1981,sistema,2020-02-17,éxito,nula,0
1982,144,Prueba auto 1982,integración,2020-01-20,éxito,nula,0
1983,144,Prueba auto 1983,sistema,2020-03-11,éxito,nula,0
1984,144,Prueba auto 1984,integración,2020-03-19,éxito,nula,0
1985,144,Prueba auto 1985,integración,2020-03-14,éxito,nula,0
1986,144,Prueba auto 1986,integración,2020-03-19,fallo,media,1
1987,147,Prueba auto 1987,integración,2017-06-24,éxito,nula,0
1988,147,Prueba auto 1988,sistema,2017-07-27,éxito,nula,0
1989,147,Prueba auto 1989,sistema,2017-08-04,éxito,nula,0
1990,147,Prueba auto 1990,sistema,2017-05-04,fallo,media,2
1991,147,Prueba auto 1991,sistema,2017-07-18,éxito,nula,0
1992,147,Prueba auto 1992,sistema,2017-07-12,fallo,media,6
1993,147,Prueba auto 1993,sistema,2017-07-26,éxito,nula,0
1994,147,Prueba auto 1994,integración,2017-06-16,éxito,nula,0
1995,147,Prueba auto 1995,sistema,2017-05-07,fallo,baja,4
1996,147,Prueba auto 1996,sistema,2017-07-13,éxito,nula,0
1997,147,Prueba auto 1997,integración,2017-08-07,éxito,nula,0
1998,147,Prueba auto 1998,sistema,2017-06-29,éxito,nula,0
1999,147,Prueba auto 1999,integración,2017-06-24,éxito,nula,0
2000,147,Prueba auto 2000,sistema,2017-08-07,éxito,nula,0
2001,147,Prueba auto 2001,sistema,2017-07-09,fallo,media,6
2002,147,Prueba auto 2002,sistema,2017-07-05,éxito,nula,0
2003,147,Prueba auto 2003,sistema,2017-07-03,éxito,nula,0
2004,147,Prueba auto 2004,integración,2017-07-15,éxito,nula,0
2005,147,Prueba auto 2005,sistema,2017-05-13,éxito,nula,0
2006,147,Prueba auto 2006,integración,2017-05-10,éxito,nula,0
2007,147,Prueba auto 2007,integración,2017-07-15,éxito,nula,0
2008,147,Prueba auto 2008,sistema,2017-07-08,éxito,nula,0
2009,147,Prueba auto 2009,sistema,2017-08-14,éxito,nula,0
2010,147,Prueba auto 2010,sistema,2017-08-12,éxito,nula,0
2011,147,Prueba auto 2011,sistema,2017-07-31,éxito,nula,0
2012,147,Prueba auto 2012,sistema,2017-07-17,éxito,nula,0
2013,147,Prueba auto 2013,sistema,2017-07-08,éxito,nula,0
2014,147,Prueba auto 2014,integración,2017-07-03,éxito,nula,0
2015,147,Prueba auto 2015,integración,2017-08-05,éxito,nula,0
2016,148,Prueba auto 2016,sistema,2017-06-26,éxito,nula,0
2017,148,Prueba auto 2017,integración,2017-07-01,éxito,nula,0
2018,148,Prueba auto 2018,sistema,2017-07-06,éxito,nula,0
2019,148,Prueba auto 2019,sistema,2017-04-28,fallo,baja,8
2020,148,Prueba auto 2020,integración,2017-06-05,éxito,nula,0
2021,148,Prueba auto 2021,integración,2017-05-16,fallo,media,5
2022,148,Prueba auto 2022,integración,2017-07-26,éxito,nula,0
2023,148,Prueba auto 2023,sistema,2017-06-17,éxito,nula,0
2024,148,Prueba auto 2024,sistema,2017-07-02,éxito,nula,0
2025,148,Prueba auto 2025,sistema,2017-06-17,éxito,nula,0
2026,148,Prueba auto 2026,sistema,2017-06-21,éxito,nula,0
2027,148,Prueba auto 2027,sistema,2017-04-30,éxito,nula,0
2028,148,Prueba auto 2028,integración,2017-06-07,éxito,nula,0
2029,148,Prueba auto 2029,sistema,2017-05-25,fallo,media,6
2030,148,Prueba auto 2030,integración,2017-07-28,fallo,alta,4
2031,148,Prueba auto 2031,integración,2017-07-14,fallo,crítica,1
2032,148,Prueba auto 2032,sistema,2017-07-07,éxito,nula,0
2033,148,Prueba auto 2033,integración,2017-07-06,éxito,nula,0
2034,148,Prueba auto 2034,integración,2017-07-18,éxito,nula,0
2035,148,Prueba auto 2035,sistema,2017-06-10,éxito,nula,0
2036,148,Prueba auto 2036,integración,2017-07-06,éxito,nula,0
2037,148,Prueba auto 2037,sistema,2017-07-03,éxito,nula,0
2038,148,Prueba auto 2038,sistema,2017-08-05,éxito,nula,0
2039,148,Prueba auto 2039,integración,2017-06-14,éxito,nula,0
2040,148,Prueba auto 2040,integración,2017-06-06,éxito,nula,0
2041,148,Prueba auto 2041,sistema,2017-05-27,fallo,crítica,2
2042,148,Prueba auto 2042,integración,2017-08-11,fallo,crítica,7
2043,148,Prueba auto 2043,sistema,2017-07-27,fallo,alta,2
2044,148,Prueba auto 2044,sistema,2017-07-21,éxito,nula,0
2045,148,Prueba auto 2045,sistema,2017-06-11,éxito,nula,0
2046,148,Prueba auto 2046,sistema,2017-07-26,éxito,nula,0
2047,148,Prueba auto 2047,sistema,2017-07-30,fallo,alta,8
2048,148,Prueba auto 2048,integración,2017-06-30,fallo,crítica,7
2049,148,Prueba auto 2049,integración,2017-06-08,fallo,crítica,8
2050,148,Prueba auto 2050,sistema,2017-08-01,éxito,nula,0
2051,148,Prueba auto 2051,sistema,2017-06-25,éxito,nula,0
2052,148,Prueba auto 2052,integración,2017-06-26,fallo,media,6
2053,148,Prueba auto 2053,integración,2017-06-01,éxito,nula,0
2054,148,Prueba auto 2054,integración,2017-07-31,éxito,nula,0
2055,148,Prueba auto 2055,integración,2017-07-07,éxito,nula,0
2056,148,Prueba auto 2056,sistema,2017-05-24,fallo,baja,3
2057,148,Prueba auto 2057,sistema,2017-05-24,éxito,nula,0
2058,148,Prueba auto 2058,sistema,2017-07-25,fallo,alta,1
2059,148,Prueba auto 2059,sistema,2017-04-28,éxito,nula,0
2060,148,Prueba auto 2060,integración,2017-08-16,éxito,nula,0
2061,148,Prueba auto 2061,integración,2017-07-19,éxito,nula,0
2062,148,Prueba auto 2062,sistema,2017-06-19,éxito,nula,0
2063,148,Prueba auto 2063,integración,2017-04-13,éxito,nula,0
2064,148,Prueba auto 2064,sistema,2017-07-05,éxito,nula,0
2065,148,Prueba auto 2065,integración,2017-07-21,éxito,nula,0
2066,148,Prueba auto 2066,sistema,2017-06-24,éxito,nula,0
2067,148,Prueba auto 2067,sistema,2017-07-24,fallo,alta,4
2068,148,Prueba auto 2068,sistema,2017-06-24,éxito,nula,0
2069,148,Prueba auto 2069,sistema,2017-06-24,éxito,nula,0
2070,148,Prueba auto 2070,sistema,2017-07-26,fallo,alta,2
2071,148,Prueba auto 2071,integración,2017-06-16,fallo,baja,6
2072,148,Prueba auto 2072,integración,2017-06-11,éxito,nula,0
2073,148,Prueba auto 2073,integración,2017-06-18,éxito,nula,0
2074,148,Prueba auto 2074,sistema,2017-08-10,éxito,nula,0
2075,149,Prueba auto 2075,integración,2018-04-26,éxito,nula,0
2076,149,Prueba auto 2076,sistema,2018-06-18,éxito,nula,0
2077,149,Prueba auto 2077,sistema,2018-05-11,éxito,nula,0
2078,149,Prueba auto 2078,sistema,2018-05-13,fallo,crítica,5
2079,149,Prueba auto 2079,sistema,2018-06-03,éxito,nula,0
2080,149,Prueba auto 2080,integración,2018-04-29,fallo,baja,8
2081,149,Prueba auto 2081,sistema,2018-04-04,fallo,media,1
2082,149,Prueba auto 2082,sistema,2018-06-20,éxito,nula,0
2083,149,Prueba auto 2083,sistema,2018-04-23,éxito,nula,0
2084,149,Prueba auto 2084,sistema,2018-05-06,fallo,alta,3
2085,149,Prueba auto 2085,sistema,2018-06-15,éxito,nula,0
2086,149,Prueba auto 2086,integración,2018-05-09,fallo,crítica,3
2087,149,Prueba auto 2087,integración,2018-01-09,éxito,nula,0
2088,149,Prueba auto 2088,integración,2018-02-28,éxito,nula,0
2089,149,Prueba auto 2089,sistema,2018-06-17,éxito,nula,0
2090,149,Prueba auto 2090,integración,2018-01-13,éxito,nula,0
2091,149,Prueba auto 2091,sistema,2018-03-21,éxito,nula,0
2092,149,Prueba auto 2092,sistema,2018-03-09,éxito,nula,0
2093,149,Prueba auto 2093,integración,2018-01-29,éxito,nula,0
2094,149,Prueba auto 2094,sistema,2018-05-15,éxito,nula,0
2095,149,Prueba auto 2095,integración,2018-05-15,fallo,media,7
2096,149,Prueba auto 2096,integración,2018-04-29,éxito,nula,0
2097,149,Prueba auto 2097,integración,2018-06-03,éxito,nula,0
2098,149,Prueba auto 2098,integración,2018-03-14,éxito,nula,0
2099,149,Prueba auto 2099,sistema,2018-05-26,éxito,nula,0
2100,149,Prueba auto 2100,integración,2018-02-04,fallo,baja,3
2101,149,Prueba auto 2101,integración,2018-05-01,fallo,crítica,3
2102,149,Prueba auto 2102,sistema,2018-04-09,éxito,nula,0
2103,149,Prueba auto 2103,sistema,2018-06-30,éxito,nula,0
2104,149,Prueba auto 2104,integración,2018-07-01,éxito,nula,0
2105,149,Prueba auto 2105,sistema,2018-02-16,éxito,nula,0
2106,149,Prueba auto 2106,integración,2018-04-07,éxito,nula,0
2107,149,Prueba auto 2107,integración,2018-05-16,éxito,nula,0
2108,149,Prueba auto 2108,sistema,2018-05-02,éxito,nula,0
2109,149,Prueba auto 2109,integración,2018-06-10,fallo,media,1
2110,149,Prueba auto 2110,integración,2018-06-20,éxito,nula,0
2111,149,Prueba auto 2111,sistema,2018-04-02,éxito,nula,0
2112,151,Prueba auto 2112,integración,2018-05-02,éxito,nula,0
2113,151,Prueba auto 2113,sistema,2018-04-20,éxito,nula,0
2114,151,Prueba auto 2114,integración,2018-04-06,éxito,nula,0
2115,151,Prueba auto 2115,sistema,2018-04-27,éxito,nula,0
2116,151,Prueba auto 2116,sistema,2018-06-13,éxito,nula,0
2117,151,Prueba auto 2117,integración,2018-03-28,éxito,nula,0
2118,151,Prueba auto 2118,integración,2018-04-09,fallo,alta,6
2119,151,Prueba auto 2119,integración,2018-04-04,fallo,media,5
2120,151,Prueba auto 2120,integración,2018-05-23,éxito,nula,0
2121,151,Prueba auto 2121,integración,2018-02-06,fallo,crítica,7
2122,151,Prueba auto 2122,sistema,2018-06-26,fallo,alta,1
2123,151,Prueba auto 2123,integración,2018-06-02,éxito,nula,0
2124,151,Prueba auto 2124,integración,2018-05-15,éxito,nula,0
2125,151,Prueba auto 2125,sistema,2018-06-15,éxito,nula,0
2126,151,Prueba auto 2126,sistema,2018-06-13,éxito,nula,0
2127,151,Prueba auto 2127,sistema,2018-06-14,éxito,nula,0
2128,151,Prueba auto 2128,integración,2018-02-03,éxito,nula,0
2129,151,Prueba auto 2129,sistema,2018-05-25,fallo,baja,6
2130,151,Prueba auto 2130,sistema,2018-06-23,éxito,nula,0
2131,151,Prueba auto 2131,integración,2018-04-24,éxito,nula,0
2132,151,Prueba auto 2132,sistema,2018-03-11,éxito,nula,0
2133,151,Prueba auto 2133,integración,2018-05-15,éxito,nula,0
2134,151,Prueba auto 2134,integración,2018-06-12,fallo,alta,3
2135,151,Prueba auto 2135,integración,2018-02-25,éxito,nula,0
2136,151,Prueba auto 2136,sistema,2018-05-13,fallo,crítica,2
2137,151,Prueba auto 2137,integración,2018-07-01,éxito,nula,0
2138,151,Prueba auto 2138,integración,2018-02-02,éxito,nula,0
2139,151,Prueba auto 2139,sistema,2018-05-12,éxito,nula,0
2140,154,Prueba auto 2140,sistema,2018-04-06,éxito,nula,0
2141,154,Prueba auto 2141,sistema,2018-02-28,éxito,nula,0
2142,154,Prueba auto 2142,sistema,2018-06-17,éxito,nula,0
2143,154,Prueba auto 2143,integración,2018-01-21,éxito,nula,0
2144,154,Prueba auto 2144,integración,2018-06-21,éxito,nula,0
2145,154,Prueba auto 2145,integración,2018-05-23,éxito,nula,0
2146,154,Prueba auto 2146,integración,2018-05-16,éxito,nula,0
2147,154,Prueba auto 2147,integración,2018-06-27,éxito,nula,0
2148,154,Prueba auto 2148,integración,2018-04-02,éxito,nula,0
2149,154,Prueba auto 2149,integración,2018-02-17,éxito,nula,0
2150,154,Prueba auto 2150,sistema,2018-05-02,éxito,nula,0
2151,154,Prueba auto 2151,sistema,2018-03-04,éxito,nula,0
2152,154,Prueba auto 2152,integración,2018-04-02,éxito,nula,0
2153,154,Prueba auto 2153,sistema,2018-06-03,éxito,nula,0
2154,154,Prueba auto 2154,integración,2018-03-08,fallo,crítica,8
2155,154,Prueba auto 2155,sistema,2018-05-13,éxito,nula,0
2156,154,Prueba auto 2156,integración,2018-02-20,fallo,crítica,8
2157,154,Prueba auto 2157,sistema,2018-04-28,éxito,nula,0
2158,154,Prueba auto 2158,integración,2018-03-24,fallo,alta,4
2159,154,Prueba auto 2159,sistema,2017-10-23,éxito,nula,0
2160,154,Prueba auto 2160,sistema,2018-07-06,éxito,nula,0
2161,154,Prueba auto 2161,integración,2018-02-19,éxito,nula,0
2162,154,Prueba auto 2162,sistema,2018-05-04,éxito,nula,0
2163,154,Prueba auto 2163,integración,2018-05-06,fallo,media,8
2164,154,Prueba auto 2164,sistema,2018-02-26,éxito,nula,0
2165,154,Prueba auto 2165,integración,2018-02-27,éxito,nula,0
2166,154,Prueba auto 2166,integración,2018-02-27,éxito,nula,0
2167,154,Prueba auto 2167,sistema,2018-01-24,éxito,nula,0
2168,154,Prueba auto 2168,sistema,2018-03-16,éxito,nula,0
2169,154,Prueba auto 2169,integración,2018-03-07,éxito,nula,0
2170,154,Prueba auto 2170,sistema,2018-03-23,éxito,nula,0
2171,154,Prueba auto 2171,sistema,2018-02-09,éxito,nula,0
2172,154,Prueba auto 2172,integración,2018-06-14,éxito,nula,0
2173,154,Prueba auto 2173,integración,2018-04-27,éxito,nula,0
2174,154,Prueba auto 2174,sistema,2018-04-22,éxito,nula,0
2175,154,Prueba auto 2175,integración,2018-06-01,éxito,nula,0
2176,154,Prueba auto 2176,sistema,2018-05-29,éxito,nula,0
2177,154,Prueba auto 2177,integración,2018-04-17,éxito,nula,0
2178,154,Prueba auto 2178,integración,2018-04-23,éxito,nula,0
2179,154,Prueba auto 2179,integración,2018-02-12,éxito,nula,0
2180,154,Prueba auto 2180,sistema,2018-04-06,éxito,nula,0
2181,154,Prueba auto 2181,integración,2018-06-14,éxito,nula,0
2182,154,Prueba auto 2182,sistema,2018-06-17,éxito,nula,0
2183,154,Prueba auto 2183,sistema,2018-04-29,éxito,nula,0
2184,158,Prueba auto 2184,integración,2023-12-08,éxito,nula,0
2185,158,Prueba auto 2185,integración,2023-10-07,fallo,baja,3
2186,158,Prueba auto 2186,sistema,2024-01-31,éxito,nula,0
2187,158,Prueba auto 2187,integración,2023-11-04,éxito,nula,0
2188,158,Prueba auto 2188,integración,2023-12-17,éxito,nula,0
2189,158,Prueba auto 2189,sistema,2024-01-20,éxito,nula,0
2190,158,Prueba auto 2190,sistema,2023-12-01,éxito,nula,0
2191,158,Prueba auto 2191,sistema,2024-02-22,éxito,nula,0
2192,158,Prueba auto 2192,sistema,2023-12-11,éxito,nula,0
2193,158,Prueba auto 2193,sistema,2023-12-26,fallo,crítica,1
2194,158,Prueba auto 2194,sistema,2023-11-30,éxito,nula,0
2195,158,Prueba auto 2195,sistema,2024-01-14,éxito,nula,0
2196,158,Prueba auto 2196,sistema,2024-02-21,fallo,media,7
2197,158,Prueba auto 2197,integración,2024-02-07,éxito,nula,0
2198,158,Prueba auto 2198,sistema,2024-03-01,éxito,nula,0
2199,158,Prueba auto 2199,sistema,2024-02-14,éxito,nula,0
2200,158,Prueba auto 2200,sistema,2024-03-03,éxito,nula,0
2201,158,Prueba auto 2201,sistema,2024-01-20,fallo,crítica,5
2202,158,Prueba auto 2202,integración,2024-02-09,éxito,nula,0
2203,158,Prueba auto 2203,integración,2024-03-10,éxito,nula,0
2204,158,Prueba auto 2204,integración,2024-02-15,éxito,nula,0
2205,158,Prueba auto 2205,integración,2023-11-20,éxito,nula,0
2206,158,Prueba auto 2206,sistema,2024-01-04,éxito,nula,0
2207,158,Prueba auto 2207,sistema,2024-01-29,éxito,nula,0
2208,158,Prueba auto 2208,sistema,2024-03-11,éxito,nula,0
2209,158,Prueba auto 2209,sistema,2024-02-18,éxito,nula,0
2210,158,Prueba auto 2210,integración,2024-02-14,éxito,nula,0
2211,158,Prueba auto 2211,integración,2024-02-20,fallo,alta,2
2212,158,Prueba auto 2212,sistema,2024-03-22,fallo,alta,6
2213,158,Prueba auto 2213,integración,2023-11-26,éxito,nula,0
2214,158,Prueba auto 2214,sistema,2023-11-10,éxito,nula,0
2215,158,Prueba auto 2215,integración,2023-12-13,éxito,nula,0
2216,158,Prueba auto 2216,sistema,2024-03-20,éxito,nula,0
2217,158,Prueba auto 2217,sistema,2024-01-24,éxito,nula,0
2218,158,Prueba auto 2218,integración,2024-02-14,éxito,nula,0
2219,158,Prueba auto 2219,integración,2023-10-15,éxito,nula,0
2220,158,Prueba auto 2220,integración,2023-12-29,éxito,nula,0
2221,158,Prueba auto 2221,sistema,2023-12-20,éxito,nula,0
2222,158,Prueba auto 2222,sistema,2023-11-14,éxito,nula,0
