id_asignacion,id_empleado,id_proyecto,rol,fecha_asignacion,estado
640,24,94,Tester,2017-06-14,finalizado
641,46,94,Developer,2017-06-14,finalizado
642,34,95,Tester,2018-06-02,finalizado
643,43,95,Developer,2018-06-02,finalizado
644,39,95,Tester,2018-06-02,finalizado
645,74,95,Developer,2018-06-02,finalizado
646,30,95,Tester,2018-06-02,finalizado
647,106,95,Developer,2018-06-02,finalizado
648,46,95,Tester,2018-06-02,finalizado
649,116,96,Developer,2024-02-26,finalizado
650,115,96,Developer,2024-02-26,finalizado
651,28,96,Developer,2024-02-26,finalizado
652,40,96,Tester,2024-02-26,finalizado
653,119,96,Developer,2024-02-26,finalizado
654,112,96,Tester,2024-02-26,finalizado
655,36,96,Developer,2024-02-26,finalizado
656,96,96,Developer,2024-02-26,finalizado
657,93,96,Developer,2024-02-26,finalizado
658,9,96,Developer,2024-02-26,finalizado
659,91,97,Developer,2024-04-27,finalizado
660,88,97,Developer,2024-04-27,finalizado
661,5,97,Developer,2024-04-27,finalizado
662,93,97,Developer,2024-04-27,finalizado
663,116,97,Tester,2024-04-27,finalizado
664,89,97,Developer,2024-04-27,finalizado
665,108,97,Developer,2024-04-27,finalizado
666,103,97,Tester,2024-04-27,finalizado
667,103,98,Developer,2017-04-28,finalizado
668,76,98,Developer,2017-04-28,finalizado
669,97,98,Developer,2017-04-28,finalizado
670,44,98,Tester,2017-04-28,finalizado
671,51,98,Developer,2017-04-28,finalizado
672,33,98,Tester,2017-04-28,finalizado
673,117,98,Tester,2017-04-28,finalizado
674,73,98,Developer,2017-04-28,finalizado
675,40,99,Developer,2023-03-19,finalizado
676,33,99,Tester,2023-03-19,finalizado
677,6,99,Developer,2023-03-19,finalizado
678,32,99,Developer,2023-03-19,finalizado
679,92,99,Tester,2023-03-19,finalizado
680,85,99,Developer,2023-03-19,finalizado
681,37,100,Developer,2023-05-12,finalizado
682,74,100,Developer,2023-05-12,finalizado
683,66,100,Developer,2023-05-12,finalizado
684,85,100,Developer,2023-05-12,finalizado
685,67,100,Developer,2023-05-12,finalizado
686,53,100,Tester,2023-05-12,finalizado
687,9,100,Developer,2023-05-12,finalizado
688,4,100,Developer,2023-05-12,finalizado
689,34,101,Developer,2020-04-04,finalizado
690,22,101,Tester,2020-04-04,finalizado
691,74,101,Developer,2020-04-04,finalizado
692,93,101,Developer,2020-04-04,finalizado
693,3,101,Developer,2020-04-04,finalizado
694,88,101,Developer,2020-04-04,finalizado
695,85,101,Tester,2020-04-04,finalizado
696,102,101,Developer,2020-04-04,finalizado
697,37,101,Developer,2020-04-04,finalizado
698,86,102,Developer,2022-10-28,finalizado
699,106,102,Developer,2022-10-28,finalizado
700,102,102,Tester,2022-10-28,finalizado
701,110,102,Developer,2022-10-28,finalizado
702,5,102,Developer,2022-10-28,finalizado
703,32,102,Developer,2022-10-28,finalizado
704,38,103,Tester,2019-01-11,finalizado
705,66,103,Developer,2019-01-11,finalizado
706,3,103,Developer,2019-01-11,finalizado
707,45,103,Developer,2019-01-11,finalizado
708,39,103,Developer,2019-01-11,finalizado
709,73,103,Developer,2019-01-11,finalizado
710,22,103,Developer,2019-01-11,finalizado
711,82,103,Tester,2019-01-11,finalizado
712,34,104,Tester,2017-12-22,finalizado
713,76,104,Tester,2017-12-22,finalizado
714,78,104,Tester,2017-12-22,finalizado
715,97,104,Tester,2017-12-22,finalizado
716,106,105,Tester,2016-06-02,finalizado
717,24,105,Developer,2016-06-02,finalizado
718,44,105,Tester,2016-06-02,finalizado
719,56,105,Tester,2016-06-02,finalizado
720,3,105,Developer,2016-06-02,finalizado
721,15,105,Developer,2016-06-02,finalizado
722,30,105,Developer,2016-06-02,finalizado
723,63,105,Developer,2016-06-02,finalizado
724,117,105,Tester,2016-06-02,finalizado
725,44,106,Developer,2017-01-28,activo
726,40,106,Tester,2017-01-28,activo
727,101,106,Tester,2017-01-28,activo
728,74,106,Developer,2017-01-28,activo
729,3,106,Tester,2017-01-28,activo
730,33,106,Developer,2017-01-28,activo
731,41,106,Tester,2017-01-28,activo
732,37,106,Developer,2017-01-28,activo
733,63,106,Tester,2017-01-28,activo
734,76,106,Tester,2017-01-28,activo
735,13,107,Developer,2024-09-21,finalizado
736,19,107,Tester,2024-09-21,finalizado
737,5,107,Developer,2024-09-21,finalizado
738,39,107,Developer,2024-09-21,finalizado
739,68,108,Tester,2025-04-25,finalizado
740,106,108,Developer,2025-04-25,finalizado
741,104,108,Developer,2025-04-25,finalizado
742,120,108,Tester,2025-04-25,finalizado
743,88,108,Developer,2025-04-25,finalizado
744,77,108,Tester,2025-04-25,finalizado
745,83,108,Developer,2025-04-25,finalizado
746,17,108,Developer,2025-04-25,finalizado
747,66,108,Tester,2025-04-25,finalizado
748,60,108,Tester,2025-04-25,finalizado
749,44,109,Developer,2021-02-18,finalizado
750,50,109,Developer,2021-02-18,finalizado
751,75,109,Developer,2021-02-18,finalizado
752,33,109,Developer,2021-02-18,finalizado
753,68,109,Developer,2021-02-18,finalizado
754,46,109,Tester,2021-02-18,finalizado
755,33,110,Developer,2015-12-17,finalizado
756,34,110,Developer,2015-12-17,finalizado
757,56,110,Tester,2015-12-17,finalizado
758,3,110,Tester,2015-12-17,finalizado
759,51,110,Tester,2015-12-17,finalizado
760,68,110,Developer,2015-12-17,finalizado
761,2,110,Developer,2015-12-17,finalizado
762,78,110,Tester,2015-12-17,finalizado
763,103,111,Developer,2019-03-17,finalizado
764,63,111,Developer,2019-03-17,finalizado
765,39,111,Developer,2019-03-17,finalizado
766,86,111,Tester,2019-03-17,finalizado
767,56,111,Developer,2019-03-17,finalizado
768,11,111,Tester,2019-03-17,finalizado
769,17,111,Developer,2019-03-17,finalizado
770,96,111,Developer,2019-03-17,finalizado
771,96,112,Developer,2021-10-01,finalizado
772,6,112,Developer,2021-10-01,finalizado
773,1,112,Developer,2021-10-01,finalizado
774,62,112,Developer,2021-10-01,finalizado
775,117,112,Developer,2021-10-01,finalizado
776,25,113,Tester,2020-06-03,finalizado
777,41,113,Developer,2020-06-03,finalizado
778,106,113,Tester,2020-06-03,finalizado
779,38,113,Developer,2020-06-03,finalizado
780,86,113,Developer,2020-06-03,finalizado
781,89,114,Developer,2022-11-13,finalizado
782,75,114,Developer,2022-11-13,finalizado
783,100,114,Developer,2022-11-13,finalizado
784,116,114,Tester,2022-11-13,finalizado
785,27,114,Developer,2022-11-13,finalizado
786,22,114,Developer,2022-11-13,finalizado
787,13,114,Developer,2022-11-13,finalizado
788,60,114,Developer,2022-11-13,finalizado
789,99,115,Developer,2024-08-31,activo
790,59,115,Developer,2024-08-31,activo
791,100,115,Developer,2024-08-31,activo
792,5,115,Tester,2024-08-31,activo
793,93,115,Tester,2024-08-31,activo
794,103,115,Developer,2024-08-31,activo
795,2,116,Developer,2019-09-15,finalizado
796,24,116,Developer,2019-09-15,finalizado
797,64,116,Tester,2019-09-15,finalizado
798,115,116,Developer,2019-09-15,finalizado
799,93,116,Developer,2019-09-15,finalizado
800,15,116,Developer,2019-09-15,finalizado
801,120,117,Tester,2024-08-09,finalizado
802,63,117,Developer,2024-08-09,finalizado
803,37,117,Developer,2024-08-09,finalizado
804,72,117,Developer,2024-08-09,finalizado
805,1,117,Tester,2024-08-09,finalizado
806,39,118,Developer,2019-01-03,finalizado
807,43,118,Developer,2019-01-03,finalizado
808,37,118,Developer,2019-01-03,finalizado
809,41,118,Developer,2019-01-03,finalizado
810,29,118,Developer,2019-01-03,finalizado
811,40,118,Developer,2019-01-03,finalizado
812,75,118,Developer,2019-01-03,finalizado
813,17,118,Tester,2019-01-03,finalizado
814,3,118,Developer,2019-01-03,finalizado
815,72,119,Developer,2018-10-13,finalizado
816,51,119,Developer,2018-10-13,finalizado
817,106,119,Developer,2018-10-13,finalizado
818,96,119,Developer,2018-10-13,finalizado
819,37,120,Tester,2017-09-21,finalizado
820,60,120,Developer,2017-09-21,finalizado
821,56,120,Developer,2017-09-21,finalizado
822,15,120,Developer,2017-09-21,finalizado
823,24,120,Developer,2017-09-21,finalizado
824,73,120,Tester,2017-09-21,finalizado
825,78,120,Developer,2017-09-21,finalizado
826,63,121,Developer,2017-06-03,finalizado
827,106,121,Developer,2017-06-03,finalizado
828,105,121,Tester,2017-06-03,finalizado
829,97,121,Developer,2017-06-03,finalizado
830,100,121,Developer,2017-06-03,finalizado
831,39,121,Developer,2017-06-03,finalizado
832,74,122,Developer,2018-01-30,finalizado
833,56,122,Developer,2018-01-30,finalizado
834,33,122,Developer,2018-01-30,finalizado
835,101,122,Tester,2018-01-30,finalizado
836,41,122,Developer,2018-01-30,finalizado
837,22,123,Developer,2019-09-21,finalizado
838,33,123,Tester,2019-09-21,finalizado
839,68,123,Tester,2019-09-21,finalizado
840,27,123,Developer,2019-09-21,finalizado
841,74,123,Tester,2019-09-21,finalizado
842,100,124,Tester,2018-02-19,finalizado
843,2,124,Tester,2018-02-19,finalizado
844,86,124,Developer,2018-02-19,finalizado
845,8,124,Developer,2018-02-19,finalizado
846,41,125,Developer,2020-07-27,finalizado
847,86,125,Developer,2020-07-27,finalizado
848,97,125,Developer,2020-07-27,finalizado
849,30,125,Developer,2020-07-27,finalizado
850,96,125,Developer,2020-07-27,finalizado
851,90,125,Developer,2020-07-27,finalizado
852,85,125,Developer,2020-07-27,finalizado
853,64,126,Tester,2024-04-30,finalizado
854,101,126,Developer,2024-04-30,finalizado
855,42,126,Developer,2024-04-30,finalizado
856,85,126,Developer,2024-04-30,finalizado
857,57,126,Tester,2024-04-30,finalizado
858,29,126,Developer,2024-04-30,finalizado
859,109,126,Developer,2024-04-30,finalizado
860,81,126,Tester,2024-04-30,finalizado
861,116,126,Developer,2024-04-30,finalizado
862,91,126,Developer,2024-04-30,finalizado
863,46,127,Tester,2019-12-16,finalizado
864,17,127,Developer,2019-12-16,finalizado
865,11,127,Developer,2019-12-16,finalizado
866,68,127,Developer,2019-12-16,finalizado
867,66,128,Developer,2019-11-24,finalizado
868,40,128,Developer,2019-11-24,finalizado
869,25,128,Developer,2019-11-24,finalizado
870,44,128,Developer,2019-11-24,finalizado
871,5,128,Tester,2019-11-24,finalizado
872,51,129,Developer,2020-01-21,finalizado
873,88,129,Developer,2020-01-21,finalizado
874,11,129,Developer,2020-01-21,finalizado
875,40,129,Developer,2020-01-21,finalizado
876,105,129,Tester,2020-01-21,finalizado
877,103,130,Tester,2022-09-20,finalizado
878,82,130,Developer,2022-09-20,finalizado
879,46,130,Tester,2022-09-20,finalizado
880,28,130,Developer,2022-09-20,finalizado
881,111,130,Tester,2022-09-20,finalizado
882,27,130,Developer,2022-09-20,finalizado
883,76,131,Developer,2016-03-18,finalizado
884,63,131,Developer,2016-03-18,finalizado
885,106,131,Developer,2016-03-18,finalizado
886,33,131,Developer,2016-03-18,finalizado
887,74,131,Developer,2016-03-18,finalizado
888,103,131,Tester,2016-03-18,finalizado
889,60,131,Developer,2016-03-18,finalizado
890,2,131,Tester,2016-03-18,finalizado
891,34,132,Tester,2017-05-21,finalizado
892,100,132,Tester,2017-05-21,finalizado
893,101,132,Developer,2017-05-21,finalizado
894,76,132,Developer,2017-05-21,finalizado
895,56,132,Developer,2017-05-21,finalizado
896,63,132,Tester,2017-05-21,finalizado
897,44,132,Developer,2017-05-21,finalizado
898,46,132,Developer,2017-05-21,finalizado
899,11,132,Tester,2017-05-21,finalizado
900,97,132,Tester,2017-05-21,finalizado
901,115,133,Developer,2019-11-16,finalizado
902,2,133,Developer,2019-11-16,finalizado
903,24,133,Developer,2019-11-16,finalizado
904,43,133,Developer,2019-11-16,finalizado
905,1,133,Developer,2019-11-16,finalizado
906,33,133,Tester,2019-11-16,finalizado
907,25,133,Tester,2019-11-16,finalizado
908,110,133,Developer,2019-11-16,finalizado
909,93,133,Developer,2019-11-16,finalizado
910,33,134,Tester,2019-03-06,finalizado
911,51,134,Developer,2019-03-06,finalizado
912,44,134,Developer,2019-03-06,finalizado
913,99,134,Developer,2019-03-06,finalizado
914,105,134,Tester,2019-03-06,finalizado
915,37,134,Developer,2019-03-06,finalizado
916,17,134,Developer,2019-03-06,finalizado
917,43,134,Developer,2019-03-06,finalizado
918,15,134,Tester,2019-03-06,finalizado
919,3,134,Tester,2019-03-06,finalizado
920,74,135,Tester,2016-01-07,finalizado
921,78,135,Developer,2016-01-07,finalizado
922,60,135,Developer,2016-01-07,finalizado
923,15,135,Developer,2016-01-07,finalizado
924,39,136,Developer,2018-06-02,finalizado
925,73,136,Developer,2018-06-02,finalizado
926,75,136,Developer,2018-06-02,finalizado
927,33,136,Developer,2018-06-02,finalizado
928,38,136,Developer,2018-06-02,finalizado
929,51,137,Developer,2021-06-14,activo
930,38,137,Developer,2021-06-14,activo
931,18,137,Tester,2021-06-14,activo
932,102,137,Tester,2021-06-14,activo
933,50,137,Developer,2021-06-14,activo
934,8,137,Tester,2021-06-14,activo
935,3,138,Developer,2018-03-27,finalizado
936,64,138,Developer,2018-03-27,finalizado
937,8,138,Tester,2018-03-27,finalizado
938,51,138,Tester,2018-03-27,finalizado
939,41,138,Tester,2018-03-27,finalizado
940,30,138,Developer,2018-03-27,finalizado
941,76,138,Developer,2018-03-27,finalizado
942,106,138,Tester,2018-03-27,finalizado
943,75,138,Developer,2018-03-27,finalizado
944,46,138,Developer,2018-03-27,finalizado
945,60,139,Tester,2025-06-25,activo
946,23,139,Developer,2025-06-25,activo
947,75,139,Developer,2025-06-25,activo
948,27,139,Developer,2025-06-25,activo
949,96,139,Developer,2025-06-25,activo
950,47,139,Developer,2025-06-25,activo
951,58,139,Developer,2025-06-25,activo
952,109,140,Developer,2023-08-29,finalizado
953,94,140,Developer,2023-08-29,finalizado
954,44,140,Tester,2023-08-29,finalizado
955,116,140,Developer,2023-08-29,finalizado
956,118,140,Developer,2023-08-29,finalizado
957,75,140,Developer,2023-08-29,finalizado
958,41,141,Developer,2016-02-15,finalizado
959,101,141,Developer,2016-02-15,finalizado
960,30,141,Tester,2016-02-15,finalizado
961,24,141,Developer,2016-02-15,finalizado
962,44,141,Developer,2016-02-15,finalizado
963,103,142,Tester,2016-10-31,finalizado
964,51,142,Developer,2016-10-31,finalizado
965,105,142,Tester,2016-10-31,finalizado
966,45,142,Developer,2016-10-31,finalizado
967,30,142,Developer,2016-10-31,finalizado
968,106,142,Tester,2016-10-31,finalizado
969,44,142,Tester,2016-10-31,finalizado
970,45,143,Developer,2024-11-24,finalizado
971,100,143,Developer,2024-11-24,finalizado
972,33,143,Tester,2024-11-24,finalizado
973,82,143,Developer,2024-11-24,finalizado
974,4,143,Developer,2024-11-24,finalizado
975,74,143,Developer,2024-11-24,finalizado
976,39,143,Tester,2024-11-24,finalizado
977,101,144,Developer,2016-01-04,activo
978,74,144,Developer,2016-01-04,activo
979,68,144,Tester,2016-01-04,activo
980,60,144,Developer,2016-01-04,activo
981,56,144,Developer,2016-01-04,activo
982,24,144,Developer,2016-01-04,activo
983,34,144,Developer,2016-01-04,activo
984,97,145,Developer,2021-04-28,finalizado
985,117,145,Developer,2021-04-28,finalizado
986,43,145,Developer,2021-04-28,finalizado
987,44,145,Tester,2021-04-28,finalizado
988,90,145,Developer,2021-04-28,finalizado
989,17,145,Tester,2021-04-28,finalizado
990,102,145,Tester,2021-04-28,finalizado
991,6,146,Developer,2024-01-14,finalizado
992,21,146,Developer,2024-01-14,finalizado
993,11,146,Tester,2024-01-14,finalizado
994,53,146,Developer,2024-01-14,finalizado
995,88,146,Developer,2024-01-14,finalizado
996,57,146,Tester,2024-01-14,finalizado
997,50,146,Developer,2024-01-14,finalizado
998,89,146,Tester,2024-01-14,finalizado
999,5,146,Developer,2024-01-14,finalizado
1000,2,147,Developer,2018-05-26,finalizado
1001,64,147,Developer,2018-05-26,finalizado
1002,96,147,Tester,2018-05-26,finalizado
1003,17,147,Developer,2018-05-26,finalizado
1004,33,147,Tester,2018-05-26,finalizado
1005,41,147,Developer,2018-05-26,finalizado
1006,105,147,Developer,2018-05-26,finalizado
1007,100,147,Developer,2018-05-26,finalizado
1008,46,147,Developer,2018-05-26,finalizado
1009,117,148,Developer,2024-11-12,finalizado
1010,62,148,Developer,2024-11-12,finalizado
1011,93,148,Tester,2024-11-12,finalizado
1012,24,148,Developer,2024-11-12,finalizado
1013,106,148,Developer,2024-11-12,finalizado
1014,66,148,Developer,2024-11-12,finalizado
1015,10,148,Tester,2024-11-12,finalizado
1016,46,149,Developer,2025-09-07,activo
1017,91,149,Tester,2025-09-07,activo
1018,22,149,Tester,2025-09-07,activo
1019,53,149,Developer,2025-09-07,activo
1020,12,149,Developer,2025-09-07,activo
1021,82,149,Tester,2025-09-07,activo
1022,34,149,Developer,2025-09-07,activo
1023,24,149,Tester,2025-09-07,activo
1024,93,150,Developer,2022-07-02,activo
1025,43,150,Developer,2022-07-02,activo
1026,98,150,Developer,2022-07-02,activo
1027,100,150,Tester,2022-07-02,activo
1028,68,150,Developer,2022-07-02,activo
1029,17,150,Developer,2022-07-02,activo
1030,50,150,Tester,2022-07-02,activo
1031,11,151,Tester,2019-11-22,finalizado
1032,60,151,Tester,2019-11-22,finalizado
1033,33,151,Tester,2019-11-22,finalizado
1034,3,151,Developer,2019-11-22,finalizado
1035,38,151,Tester,2019-11-22,finalizado
1036,1,151,Developer,2019-11-22,finalizado
1037,32,151,Developer,2019-11-22,finalizado
1038,35,152,Tester,2025-03-26,finalizado
1039,95,152,Tester,2025-03-26,finalizado
1040,65,152,Developer,2025-03-26,finalizado
1041,48,152,Developer,2025-03-26,finalizado
1042,43,152,Developer,2025-03-26,finalizado
1043,120,152,Developer,2025-03-26,finalizado
1044,92,152,Developer,2025-03-26,finalizado
1045,67,152,Developer,2025-03-26,finalizado
1046,108,152,Tester,2025-03-26,finalizado
1047,71,152,Developer,2025-03-26,finalizado
1048,2,153,Developer,2015-12-11,finalizado
1049,30,153,Developer,2015-12-11,finalizado
1050,41,153,Developer,2015-12-11,finalizado
1051,63,153,Developer,2015-12-11,finalizado
1052,33,153,Tester,2015-12-11,finalizado
1053,63,154,Developer,2021-07-29,finalizado
1054,3,154,Developer,2021-07-29,finalizado
1055,5,154,Developer,2021-07-29,finalizado
1056,43,154,Tester,2021-07-29,finalizado
1057,16,154,Developer,2021-07-29,finalizado
1058,88,154,Developer,2021-07-29,finalizado
1059,51,154,Developer,2021-07-29,finalizado
1060,44,154,Tester,2021-07-29,finalizado
1061,72,154,Tester,2021-07-29,finalizado
1062,63,155,Developer,2017-01-11,finalizado
1063,15,155,Developer,2017-01-11,finalizado
1064,33,155,Tester,2017-01-11,finalizado
1065,34,155,Developer,2017-01-11,finalizado
1066,11,156,Developer,2018-11-06,finalizado
1067,27,156,Tester,2018-11-06,finalizado
1068,82,156,Tester,2018-11-06,finalizado
1069,2,156,Developer,2018-11-06,finalizado
1070,33,156,Developer,2018-11-06,finalizado
1071,17,156,Developer,2018-11-06,finalizado
1072,37,157,Tester,2018-04-11,finalizado
1073,30,157,Developer,2018-04-11,finalizado
1074,8,157,Tester,2018-04-11,finalizado
1075,78,157,Developer,2018-04-11,finalizado
1076,106,157,Tester,2018-04-11,finalizado
1077,45,157,Developer,2018-04-11,finalizado
1078,101,157,Developer,2018-04-11,finalizado
1079,98,158,Developer,2024-08-31,finalizado
1080,45,158,Developer,2024-08-31,finalizado
1081,29,158,Developer,2024-08-31,finalizado
1082,16,158,Tester,2024-08-31,finalizado
1083,101,158,Developer,2024-08-31,finalizado
1084,39,158,Tester,2024-08-31,finalizado
1085,32,158,Developer,2024-08-31,finalizado
1086,87,159,Tester,2021-03-13,finalizado
1087,43,159,Tester,2021-03-13,finalizado
1088,73,159,Developer,2021-03-13,finalizado
1089,51,159,Tester,2021-03-13,finalizado
1090,45,159,Developer,2021-03-13,finalizado
1091,22,160,Tester,2019-02-19,finalizado
1092,33,160,Developer,2019-02-19,finalizado
1093,29,160,Tester,2019-02-19,finalizado
1094,72,160,Developer,2019-02-19,finalizado
1095,68,161,Developer,2016-09-01,activo
1096,44,161,Developer,2016-09-01,activo
1097,51,161,Developer,2016-09-01,activo
1098,56,161,Developer,2016-09-01,activo
1099,3,161,Developer,2016-09-01,activo
1100,34,161,Developer,2016-09-01,activo
1101,74,161,Tester,2016-09-01,activo
1102,27,162,Developer,2022-01-07,finalizado
1103,47,162,Developer,2022-01-07,finalizado
1104,56,162,Developer,2022-01-07,finalizado
1105,76,162,Tester,2022-01-07,finalizado
1106,90,162,Tester,2022-01-07,finalizado
1107,37,162,Developer,2022-01-07,finalizado
1108,98,162,Developer,2022-01-07,finalizado
1109,45,162,Developer,2022-01-07,finalizado
1110,14,163,Developer,2024-12-05,activo
1111,74,163,Developer,2024-12-05,activo
1112,73,163,Developer,2024-12-05,activo
1113,10,163,Developer,2024-12-05,activo
1114,52,163,Developer,2024-12-05,activo
1115,22,163,Developer,2024-12-05,activo
1116,85,163,Developer,2024-12-05,activo
1117,74,164,Tester,2017-10-20,finalizado
1118,39,164,Developer,2017-10-20,finalizado
1119,102,164,Developer,2017-10-20,finalizado
1120,37,164,Developer,2017-10-20,finalizado
1121,60,164,Developer,2017-10-20,finalizado
1122,29,165,Developer,2022-12-14,finalizado
1123,111,165,Tester,2022-12-14,finalizado
1124,4,165,Developer,2022-12-14,finalizado
1125,73,165,Tester,2022-12-14,finalizado
1126,98,165,Developer,2022-12-14,finalizado
1127,89,165,Developer,2022-12-14,finalizado
1128,22,165,Tester,2022-12-14,finalizado
1129,25,165,Developer,2022-12-14,finalizado
1130,78,166,Developer,2016-06-01,activo
1131,56,166,Developer,2016-06-01,activo
1132,74,166,Developer,2016-06-01,activo
1133,63,166,Tester,2016-06-01,activo
1134,41,166,Tester,2016-06-01,activo
1135,11,166,Developer,2016-06-01,activo
1136,34,166,Developer,2016-06-01,activo
1137,2,166,Developer,2016-06-01,activo
1138,72,167,Tester,2020-11-06,finalizado
1139,1,167,Developer,2020-11-06,finalizado
1140,38,167,Tester,2020-11-06,finalizado
1141,27,167,Developer,2020-11-06,finalizado
1142,67,167,Tester,2020-11-06,finalizado
1143,88,167,Developer,2020-11-06,finalizado
1144,117,167,Developer,2020-11-06,finalizado
1145,8,168,Developer,2018-05-04,finalizado
1146,43,168,Tester,2018-05-04,finalizado
1147,51,168,Developer,2018-05-04,finalizado
1148,105,168,Developer,2018-05-04,finalizado
1149,96,169,Developer,2019-10-23,finalizado
1150,63,169,Developer,2019-10-23,finalizado
1151,89,169,Developer,2019-10-23,finalizado
1152,8,169,Tester,2019-10-23,finalizado
1153,73,169,Developer,2019-10-23,finalizado
1154,34,169,Tester,2019-10-23,finalizado
1155,45,170,Developer,2016-11-04,finalizado
1156,74,170,Tester,2016-11-04,finalizado
1157,101,170,Developer,2016-11-04,finalizado
1158,30,170,Tester,2016-11-04,finalizado
1159,82,171,Tester,2019-01-08,activo
1160,43,171,Developer,2019-01-08,activo
1161,97,171,Developer,2019-01-08,activo
1162,27,171,Tester,2019-01-08,activo
1163,15,171,Tester,2019-01-08,activo
1164,105,171,Developer,2019-01-08,activo
1165,39,171,Developer,2019-01-08,activo
1166,72,171,Developer,2019-01-08,activo
1167,63,172,Tester,2016-06-25,finalizado
1168,30,172,Tester,2016-06-25,finalizado
1169,34,172,Developer,2016-06-25,finalizado
1170,2,172,Developer,2016-06-25,finalizado
1171,100,173,Developer,2017-03-11,finalizado
1172,60,173,Developer,2017-03-11,finalizado
1173,33,173,Tester,2017-03-11,finalizado
1174,37,173,Developer,2017-03-11,finalizado
1175,117,173,Developer,2017-03-11,finalizado
1176,75,173,Tester,2017-03-11,finalizado
1177,73,173,Tester,2017-03-11,finalizado
1178,97,173,Tester,2017-03-11,finalizado
1179,105,173,Developer,2017-03-11,finalizado
1180,60,174,Developer,2019-12-09,finalizado
1181,39,174,Developer,2019-12-09,finalizado
1182,115,174,Developer,2019-12-09,finalizado
1183,1,174,Developer,2019-12-09,finalizado
1184,39,175,Developer,2016-10-06,finalizado
1185,45,175,Developer,2016-10-06,finalizado
1186,56,175,Developer,2016-10-06,finalizado
1187,51,175,Developer,2016-10-06,finalizado
1188,106,175,Developer,2016-10-06,finalizado
1189,3,175,Tester,2016-10-06,finalizado
1190,118,176,Developer,2025-04-25,finalizado
1191,91,176,Developer,2025-04-25,finalizado
1192,110,176,Developer,2025-04-25,finalizado
1193,108,176,Developer,2025-04-25,finalizado
1194,116,176,Tester,2025-04-25,finalizado
1195,79,176,Developer,2025-04-25,finalizado
1196,83,176,Developer,2025-04-25,finalizado
1197,54,176,Developer,2025-04-25,finalizado
1198,36,176,Developer,2025-04-25,finalizado
1199,47,176,Developer,2025-04-25,finalizado
1200,90,177,Developer,2025-02-28,activo
1201,91,177,Tester,2025-02-28,activo
1202,95,177,Developer,2025-02-28,activo
1203,99,177,Developer,2025-02-28,activo
1204,94,177,Tester,2025-02-28,activo
1205,24,177,Developer,2025-02-28,activo
1206,106,178,Developer,2021-03-18,finalizado
1207,67,178,Tester,2021-03-18,finalizado
1208,86,178,Developer,2021-03-18,finalizado
1209,41,178,Developer,2021-03-18,finalizado
1210,17,178,Developer,2021-03-18,finalizado
1211,117,178,Developer,2021-03-18,finalizado
1212,82,178,Developer,2021-03-18,finalizado
1213,78,179,Developer,2016-01-24,finalizado
1214,2,179,Developer,2016-01-24,finalizado
1215,74,179,Developer,2016-01-24,finalizado
1216,30,179,Developer,2016-01-24,finalizado
1217,63,179,Developer,2016-01-24,finalizado
1218,101,179,Tester,2016-01-24,finalizado
1219,34,179,Developer,2016-01-24,finalizado
1220,105,179,Tester,2016-01-24,finalizado
1221,51,179,Developer,2016-01-24,finalizado
1222,41,179,Developer,2016-01-24,finalizado
1223,41,180,Developer,2018-10-19,finalizado
1224,27,180,Developer,2018-10-19,finalizado
1225,43,180,Developer,2018-10-19,finalizado
1226,117,180,Tester,2018-10-19,finalizado
1227,51,180,Tester,2018-10-19,finalizado
1228,64,180,Tester,2018-10-19,finalizado
1229,99,181,Developer,2020-12-30,finalizado
1230,115,181,Developer,2020-12-30,finalizado
1231,2,181,Developer,2020-12-30,finalizado
1232,110,181,Tester,2020-12-30,finalizado
1233,73,181,Developer,2020-12-30,finalizado
1234,11,181,Developer,2020-12-30,finalizado
1235,63,181,Developer,2020-12-30,finalizado
1236,37,181,Developer,2020-12-30,finalizado
1237,82,181,Tester,2020-12-30,finalizado
1238,118,182,Developer,2024-07-15,finalizado
1239,32,182,Developer,2024-07-15,finalizado
1240,54,182,Developer,2024-07-15,finalizado
1241,75,182,Developer,2024-07-15,finalizado
1242,52,182,Tester,2024-07-15,finalizado
1243,77,182,Developer,2024-07-15,finalizado
1244,4,182,Tester,2024-07-15,finalizado
1245,102,182,Developer,2024-07-15,finalizado
1246,112,182,Tester,2024-07-15,finalizado
1247,74,182,Developer,2024-07-15,finalizado
1248,46,183,Tester,2021-09-28,finalizado
1249,68,183,Developer,2021-09-28,finalizado
1250,6,183,Tester,2021-09-28,finalizado
1251,45,183,Developer,2021-09-28,finalizado
1252,64,183,Tester,2021-09-28,finalizado
1253,63,184,Developer,2017-10-23,finalizado
1254,2,184,Developer,2017-10-23,finalizado
1255,39,184,Developer,2017-10-23,finalizado
1256,41,184,Tester,2017-10-23,finalizado
1257,38,184,Developer,2017-10-23,finalizado
1258,117,184,Developer,2017-10-23,finalizado
1259,15,184,Developer,2017-10-23,finalizado
1260,97,184,Developer,2017-10-23,finalizado
1261,34,184,Tester,2017-10-23,finalizado
1262,75,184,Developer,2017-10-23,finalizado
1263,33,185,Developer,2016-02-12,finalizado
1264,3,185,Developer,2016-02-12,finalizado
1265,41,185,Tester,2016-02-12,finalizado
1266,2,185,Developer,2016-02-12,finalizado
1267,105,185,Tester,2016-02-12,finalizado
1268,60,185,Developer,2016-02-12,finalizado
1269,120,186,Developer,2020-11-06,finalizado
