id_hecho_calidad,id_proyecto,id_tiempo,tipo_prueba,severidad,cantidad_defectos_encontrados
9699,151,20200409,integración,crítica,1
9700,151,20200412,integración,alta,1
9701,151,20200413,integración,nula,0
9702,151,20200413,sistema,nula,0
9703,151,20200415,integración,crítica,1
9704,151,20200421,integración,nula,0
9705,151,20200422,sistema,crítica,1
9706,151,20200425,integración,nula,0
9707,151,20200425,sistema,nula,0
9708,151,20200427,sistema,nula,0
9709,151,20200429,integración,nula,0
9710,151,20200503,integración,nula,0
9711,151,20200506,integración,nula,0
9712,151,20200507,integración,alta,1
9713,151,20200507,sistema,nula,0
9714,151,20200509,sistema,nula,0
9715,151,20200510,sistema,nula,0
9716,151,20200512,integración,nula,0
9717,151,20200513,integración,nula,0
9718,151,20200513,sistema,baja,1
9719,151,20200515,integración,nula,0
9720,151,20200515,sistema,crítica,1
9721,151,20200516,integración,nula,0
9722,151,20200517,sistema,nula,0
9723,151,20200519,integración,nula,0
9724,151,20200520,sistema,crítica,1
9725,151,20200521,integración,nula,0
9726,151,20200521,sistema,nula,0
9727,151,20200522,sistema,crítica,1
9728,151,20200523,integración,nula,0
9729,151,20200524,integración,nula,0
9730,151,20200526,sistema,alta,1
9731,151,20200526,sistema,nula,0
9732,151,20200527,integración,nula,0
9733,151,20200528,integración,nula,0
9734,151,20200528,sistema,nula,0
9735,151,20200529,integración,nula,0
9736,151,20200529,sistema,crítica,1
9737,151,20200530,integración,baja,1
9738,151,20200531,sistema,baja,1
9739,151,20200602,integración,nula,0
9740,151,20200603,sistema,nula,0
9741,151,20200607,sistema,nula,0
9742,151,20200614,integración,nula,0
9743,151,20200615,integración,nula,0
9744,151,20200615,sistema,media,1
9745,151,20200616,integración,nula,0
9746,151,20200616,sistema,alta,1
9747,151,20200617,integración,nula,0
9748,151,20200618,sistema,nula,0
9749,151,20200619,sistema,alta,1
9750,151,20200619,sistema,nula,0
9751,151,20200620,sistema,nula,0
9752,151,20200621,integración,baja,1
9753,151,20200621,integración,nula,0
9754,151,20200621,sistema,nula,0
9755,151,20200622,sistema,nula,0
9756,151,20200623,integración,nula,0
9757,151,20200625,integración,nula,0
9758,151,20200626,integración,nula,0
9759,151,20200627,integración,nula,0
9760,151,20200628,sistema,nula,0
9761,151,20200629,sistema,nula,0
9762,151,20200630,sistema,nula,0
9763,151,20200701,integración,nula,0
9764,151,20200701,sistema,baja,1
9765,151,20200701,sistema,nula,0
9766,151,20200703,integración,nula,0
9767,151,20200704,integración,nula,0
9768,151,20200705,integración,nula,0
9769,151,20200705,sistema,nula,0
9770,151,20200706,integración,media,1
9771,151,20200706,integración,nula,0
9772,151,20200707,integración,nula,0
9773,151,20200709,sistema,nula,0
9774,151,20200711,sistema,baja,1
9775,151,20200711,sistema,nula,0
9776,151,20200712,sistema,nula,0
9777,151,20200715,integración,nula,0
9778,151,20200715,sistema,nula,0
9779,151,20200716,sistema,nula,0
9780,151,20200717,integración,nula,0
9781,151,20200718,sistema,nula,0
9782,151,20200720,sistema,crítica,1
9783,151,20200721,integración,nula,0
9784,151,20200721,sistema,nula,0
9785,151,20200722,integración,nula,0
9786,151,20200722,sistema,nula,0
9787,151,20200723,integración,baja,1
9788,151,20200723,sistema,crítica,1
9789,151,20200723,sistema,nula,0
9790,151,20200724,integración,nula,0
9791,151,20200724,sistema,nula,0
9792,151,20200725,integración,alta,1
9793,151,20200727,integración,nula,0
9794,151,20200727,sistema,crítica,1
9795,151,20200729,integración,nula,0
9796,151,20200801,sistema,nula,0
9797,151,20200802,sistema,alta,1
9798,151,20200805,integración,nula,0
9799,151,20200806,integración,nula,0
9800,151,20200806,sistema,nula,0
9801,151,20200809,integración,nula,0
9802,151,20200810,integración,nula,0
9803,151,20200811,integración,nula,0
9804,151,20200811,sistema,nula,0
9805,151,20200813,integración,nula,0
9806,151,20200815,integración,nula,0
9807,151,20200815,sistema,nula,0
9808,151,20200816,sistema,alta,1
9809,151,20200816,sistema,nula,0
9810,151,20200817,integración,nula,0
9811,151,20200817,sistema,alta,1
9812,151,20200817,sistema,nula,0
9813,151,20200819,integración,nula,0
9814,151,20200819,sistema,alta,1
9815,151,20200820,integración,nula,0
9816,151,20200820,sistema,nula,0
9817,151,20200823,integración,nula,0
9818,151,20200824,integración,crítica,1
9819,151,20200824,integración,media,1
9820,151,20200824,sistema,nula,0
9821,151,20200825,sistema,nula,0
9822,151,20200826,integración,nula,0
9823,151,20200826,sistema,nula,0
9824,151,20200827,integración,crítica,1
9825,151,20200827,integración,nula,0
9826,151,20200827,sistema,crítica,1
9827,151,20200831,integración,nula,0
9828,151,20200831,sistema,nula,0
9829,151,20200901,integración,nula,0
9830,151,20200902,sistema,nula,0
9831,151,20200903,integración,nula,0
9832,151,20200903,sistema,nula,0
9833,151,20200905,integración,nula,0
9834,151,20200906,integración,alta,1
9835,151,20200906,integración,nula,0
9836,151,20200907,sistema,nula,0
9837,151,20200908,sistema,nula,0
9838,151,20200909,integración,media,1
9839,151,20200909,sistema,nula,0
9840,151,20200911,integración,nula,0
9841,151,20200912,sistema,nula,0
9842,151,20200913,integración,nula,0
9843,151,20200915,integración,nula,0
9844,151,20200916,integración,nula,0
9845,151,20200919,sistema,alta,1
9846,151,20200920,integración,nula,0
9847,151,20200921,sistema,nula,0
9848,151,20200922,integración,nula,0
9849,151,20200926,integración,nula,0
9850,151,20200926,sistema,baja,1
9851,151,20200929,integración,nula,0
9852,152,20250407,sistema,alta,1
9853,152,20250411,sistema,nula,0
9854,152,20250414,integración,nula,0
9855,152,20250415,integración,nula,0
9856,152,20250415,sistema,nula,0
9857,152,20250416,integración,nula,0
9858,152,20250417,integración,nula,0
9859,152,20250418,integración,crítica,1
9860,152,20250418,integración,nula,0
9861,152,20250419,sistema,nula,0
9862,152,20250420,integración,alta,1
9863,152,20250420,integración,nula,0
9864,152,20250420,sistema,nula,0
9865,152,20250421,integración,nula,0
9866,152,20250421,sistema,nula,0
9867,152,20250422,sistema,baja,1
9868,152,20250422,sistema,media,1
9869,152,20250422,sistema,nula,0
9870,152,20250423,integración,baja,1
9871,152,20250423,sistema,crítica,1
9872,152,20250423,sistema,nula,0
9873,152,20250424,sistema,nula,0
9874,152,20250425,integración,crítica,1
9875,152,20250425,integración,nula,0
9876,152,20250425,sistema,nula,0
9877,152,20250426,sistema,nula,0
9878,152,20250427,integración,nula,0
9879,152,20250427,sistema,nula,0
9880,152,20250428,integración,nula,0
9881,152,20250428,sistema,nula,0
9882,152,20250429,integración,nula,0
9883,152,20250429,sistema,nula,0
9884,152,20250430,integración,nula,0
9885,152,20250430,sistema,baja,1
9886,152,20250501,integración,baja,1
9887,152,20250501,integración,nula,0
9888,152,20250501,sistema,baja,1
9889,152,20250501,sistema,crítica,1
9890,152,20250501,sistema,media,1
9891,152,20250501,sistema,nula,0
9892,152,20250502,integración,nula,0
9893,152,20250503,integración,alta,1
9894,152,20250503,integración,crítica,1
9895,152,20250503,integración,nula,0
9896,152,20250503,sistema,alta,1
9897,152,20250503,sistema,nula,0
9898,152,20250504,integración,crítica,1
9899,152,20250504,integración,media,1
9900,152,20250504,integración,nula,0
9901,152,20250504,sistema,nula,0
9902,152,20250505,integración,alta,1
9903,152,20250505,integración,nula,0
9904,152,20250505,sistema,nula,0
9905,152,20250506,integración,nula,0
9906,152,20250506,sistema,nula,0
9907,152,20250507,integración,nula,0
9908,152,20250507,sistema,nula,0
9909,152,20250508,integración,baja,1
9910,152,20250508,integración,nula,0
9911,152,20250508,sistema,alta,1
9912,152,20250508,sistema,nula,0
9913,152,20250509,sistema,alta,1
9914,152,20250509,sistema,nula,0
9915,152,20250510,integración,nula,0
9916,152,20250510,sistema,nula,0
9917,152,20250511,integración,nula,0
9918,152,20250511,sistema,nula,0
9919,152,20250512,integración,nula,0
9920,152,20250513,integración,alta,1
9921,153,20160325,sistema,nula,0
9922,153,20160413,sistema,nula,0
9923,153,20160416,integración,nula,0
9924,153,20160422,sistema,nula,0
9925,153,20160506,sistema,nula,0
9926,153,20160523,sistema,nula,0
9927,153,20160524,integración,nula,0
9928,153,20160525,sistema,nula,0
9929,153,20160607,integración,nula,0
9930,153,20160611,integración,crítica,1
9931,153,20160618,integración,nula,0
9932,153,20160624,integración,nula,0
9933,153,20160625,integración,crítica,1
9934,153,20160629,integración,nula,0
9935,153,20160703,sistema,nula,0
9936,153,20160706,sistema,nula,0
9937,153,20160709,sistema,nula,0
9938,153,20160712,sistema,nula,0
9939,153,20160718,sistema,nula,0
9940,153,20160719,sistema,crítica,1
9941,153,20160723,integración,nula,0
9942,153,20160731,sistema,crítica,1
9943,153,20160731,sistema,nula,0
9944,153,20160802,integración,nula,0
9945,153,20160806,integración,nula,0
9946,153,20160808,sistema,nula,0
9947,153,20160815,integración,nula,0
9948,153,20160816,integración,nula,0
9949,153,20160819,integración,media,1
9950,153,20160819,sistema,nula,0
9951,153,20160822,sistema,nula,0
9952,153,20160823,integración,nula,0
9953,153,20160829,sistema,nula,0
9954,153,20160831,integración,media,1
9955,153,20160831,sistema,nula,0
9956,153,20160903,sistema,alta,1
9957,153,20160905,integración,nula,0
9958,153,20160911,integración,nula,0
9959,153,20160911,sistema,nula,0
9960,153,20160916,sistema,baja,1
9961,153,20160917,sistema,media,1
9962,153,20160918,sistema,alta,1
9963,153,20160925,integración,nula,0
9964,153,20160925,sistema,nula,0
9965,153,20160926,integración,nula,0
9966,153,20160926,sistema,nula,0
9967,153,20161008,integración,nula,0
9968,153,20161014,sistema,nula,0
9969,153,20161015,sistema,crítica,1
9970,153,20161016,sistema,nula,0
9971,153,20161018,integración,media,1
9972,153,20161105,sistema,nula,0
9973,154,20210826,sistema,nula,0
9974,154,20210830,integración,nula,0
9975,154,20210831,integración,nula,0
9976,154,20210905,sistema,nula,0
9977,154,20210910,integración,baja,1
9978,154,20210911,integración,nula,0
9979,154,20210913,integración,nula,0
9980,154,20210913,sistema,nula,0
9981,154,20210914,integración,nula,0
9982,154,20210915,sistema,nula,0
9983,154,20210917,integración,nula,0
9984,154,20210917,sistema,nula,0
9985,154,20210918,sistema,media,1
9986,154,20210919,integración,nula,0
9987,154,20210920,integración,nula,0
9988,154,20210921,integración,alta,1
9989,154,20210921,integración,nula,0
9990,154,20210924,sistema,nula,0
9991,154,20210925,integración,nula,0
9992,154,20210925,sistema,crítica,1
9993,154,20210925,sistema,nula,0
9994,154,20210926,integración,nula,0
9995,154,20210928,integración,media,1
9996,154,20210928,integración,nula,0
9997,154,20210928,sistema,media,1
9998,154,20210928,sistema,nula,0
9999,154,20210929,integración,nula,0
10000,154,20210929,sistema,nula,0
10001,154,20210930,sistema,crítica,2
10002,154,20210930,sistema,nula,0
10003,154,20211001,integración,nula,0
10004,154,20211001,sistema,nula,0
10005,154,20211002,integración,alta,1
10006,154,20211002,sistema,nula,0
10007,154,20211003,integración,nula,0
10008,154,20211004,integración,nula,0
10009,154,20211004,sistema,baja,1
10010,154,20211004,sistema,nula,0
10011,154,20211005,sistema,nula,0
10012,154,20211006,integración,nula,0
10013,154,20211006,sistema,alta,1
10014,154,20211006,sistema,nula,0
10015,154,20211007,integración,baja,1
10016,154,20211007,integración,nula,0
10017,154,20211007,sistema,nula,0
10018,154,20211008,integración,nula,0
10019,154,20211008,sistema,nula,0
10020,154,20211009,integración,baja,1
10021,154,20211009,integración,nula,0
10022,154,20211009,sistema,alta,1
10023,154,20211010,integración,nula,0
10024,154,20211011,integración,media,1
10025,154,20211011,integración,nula,0
10026,154,20211011,sistema,baja,2
10027,154,20211011,sistema,nula,0
10028,154,20211012,integración,nula,0
10029,154,20211012,sistema,nula,0
10030,154,20211013,integración,crítica,1
10031,154,20211013,integración,nula,0
10032,154,20211014,integración,nula,0
10033,154,20211014,sistema,nula,0
10034,154,20211015,integración,alta,1
10035,154,20211015,integración,nula,0
10036,154,20211015,sistema,nula,0
10037,154,20211016,integración,nula,0
10038,154,20211016,sistema,nula,0
10039,154,20211017,sistema,nula,0
10040,154,20211018,sistema,media,1
10041,154,20211019,integración,nula,0
10042,154,20211019,sistema,nula,0
10043,154,20211020,integración,nula,0
10044,154,20211020,sistema,nula,0
10045,154,20211021,integración,nula,0
10046,154,20211021,sistema,nula,0
10047,154,20211023,integración,nula,0
10048,154,20211023,sistema,baja,1
10049,154,20211023,sistema,crítica,1
10050,154,20211023,sistema,nula,0
10051,154,20211024,integración,nula,0
10052,154,20211024,sistema,nula,0
10053,154,20211025,integración,nula,0
10054,154,20211025,sistema,baja,1
10055,154,20211025,sistema,nula,0
10056,154,20211026,integración,nula,0
10057,154,20211026,sistema,nula,0
10058,154,20211028,sistema,nula,0
10059,154,20211029,sistema,baja,1
10060,154,20211029,sistema,nula,0
10061,154,20211030,sistema,nula,0
10062,154,20211031,integración,crítica,1
10063,154,20211031,integración,nula,0
10064,154,20211102,integración,nula,0
10065,155,20170124,sistema,alta,1
10066,155,20170302,sistema,crítica,1
10067,155,20170302,sistema,nula,0
10068,155,20170303,sistema,crítica,1
10069,155,20170304,integración,nula,0
10070,155,20170304,sistema,nula,0
10071,155,20170307,sistema,nula,0
10072,155,20170309,sistema,media,1
10073,155,20170310,sistema,nula,0
10074,155,20170312,integración,nula,0
10075,155,20170313,integración,nula,0
10076,155,20170315,integración,nula,0
10077,155,20170319,integración,nula,0
10078,155,20170320,integración,baja,1
10079,155,20170320,sistema,nula,0
10080,155,20170322,sistema,nula,0
10081,155,20170323,integración,nula,0
10082,155,20170323,sistema,nula,0
10083,155,20170326,integración,nula,0
10084,155,20170327,sistema,nula,0
10085,155,20170330,integración,baja,1
10086,155,20170330,integración,nula,0
10087,155,20170330,sistema,nula,0
10088,155,20170331,integración,nula,0
10089,155,20170402,sistema,nula,0
10090,155,20170403,sistema,nula,0
10091,155,20170404,integración,nula,0
10092,155,20170408,sistema,baja,1
10093,155,20170409,integración,nula,0
10094,155,20170411,integración,nula,0
10095,155,20170412,integración,alta,1
10096,156,20190311,sistema,nula,0
10097,156,20190406,integración,nula,0
10098,156,20190412,integración,nula,0
10099,156,20190417,sistema,media,1
10100,156,20190505,integración,nula,0
10101,156,20190506,sistema,media,1
10102,156,20190507,integración,nula,0
10103,156,20190509,integración,nula,0
10104,156,20190509,sistema,nula,0
10105,156,20190602,integración,nula,0
10106,156,20190605,sistema,nula,0
10107,156,20190610,integración,nula,0
10108,156,20190610,sistema,nula,0
10109,156,20190611,integración,nula,0
10110,156,20190612,integración,nula,0
10111,156,20190618,sistema,baja,1
10112,156,20190621,integración,media,1
10113,156,20190629,sistema,nula,0
10114,156,20190630,integración,nula,0
10115,156,20190703,sistema,nula,0
10116,156,20190704,integración,media,1
10117,156,20190707,integración,nula,0
10118,156,20190709,integración,nula,0
10119,156,20190715,integración,alta,1
10120,156,20190719,integración,nula,0
10121,156,20190720,sistema,nula,0
10122,156,20190723,integración,nula,0
10123,156,20190723,sistema,alta,1
10124,156,20190725,integración,nula,0
10125,156,20190725,sistema,nula,0
10126,156,20190804,sistema,nula,0
10127,156,20190805,integración,nula,0
10128,156,20190806,sistema,nula,0
10129,156,20190809,sistema,nula,0
10130,156,20190810,sistema,nula,0
10131,156,20190816,sistema,nula,0
10132,156,20190817,integración,nula,0
10133,156,20190820,integración,nula,0
10134,156,20190823,integración,media,1
10135,156,20190826,integración,nula,0
10136,156,20190828,integración,nula,0
10137,156,20190830,integración,nula,0
10138,156,20190831,sistema,nula,0
10139,156,20190901,integración,crítica,1
10140,156,20190901,integración,nula,0
10141,156,20190903,sistema,nula,0
10142,156,20190904,sistema,nula,0
10143,156,20190905,integración,nula,0
10144,156,20190912,integración,crítica,1
10145,156,20190912,integración,nula,0
10146,156,20190916,sistema,nula,0
10147,156,20190917,sistema,nula,0
10148,156,20190918,sistema,nula,0
10149,156,20190921,integración,nula,0
10150,156,20190922,integración,nula,0
10151,156,20190923,sistema,baja,1
10152,156,20190929,sistema,nula,0
10153,156,20191003,integración,nula,0
10154,156,20191004,sistema,nula,0
10155,156,20191006,sistema,nula,0
10156,156,20191007,sistema,alta,1
10157,156,20191007,sistema,nula,0
10158,156,20191009,integración,nula,0
10159,156,20191010,integración,nula,0
10160,156,20191011,sistema,nula,0
10161,156,20191013,integración,nula,0
10162,156,20191013,sistema,nula,0
10163,156,20191015,integración,nula,0
10164,156,20191017,integración,crítica,1
10165,156,20191019,sistema,nula,0
10166,156,20191023,integración,nula,0
10167,156,20191028,integración,nula,0
10168,156,20191028,sistema,media,1
10169,156,20191029,sistema,baja,1
10170,156,20191030,integración,baja,1
10171,156,20191030,integración,nula,0
10172,156,20191102,integración,media,1
10173,156,20191103,integración,nula,0
10174,156,20191105,sistema,nula,0
10175,156,20191109,integración,nula,0
10176,156,20191110,sistema,nula,0
10177,156,20191112,integración,nula,0
10178,156,20191112,sistema,nula,0
10179,156,20191115,integración,nula,0
10180,156,20191116,integración,nula,0
10181,156,20191120,integración,media,1
10182,156,20191123,sistema,nula,0
10183,156,20191125,integración,alta,1
10184,156,20191125,sistema,nula,0
10185,156,20191126,integración,nula,0
10186,156,20191205,sistema,nula,0
10187,156,20191215,integración,nula,0
10188,156,20191226,sistema,nula,0
10189,156,20191231,integración,alta,1
10190,157,20180814,integración,nula,0
10191,157,20180819,sistema,nula,0
10192,157,20180831,integración,nula,0
10193,157,20180907,integración,nula,0
10194,157,20181003,integración,nula,0
10195,157,20181019,sistema,media,1
10196,157,20181104,integración,crítica,1
10197,157,20181104,sistema,nula,0
10198,157,20181109,integración,nula,0
10199,157,20181111,integración,nula,0
10200,157,20181113,integración,nula,0
10201,157,20181114,sistema,nula,0
10202,157,20181116,integración,nula,0
10203,157,20181118,integración,nula,0
10204,157,20181118,sistema,alta,1
10205,157,20181119,integración,nula,0
10206,157,20181123,sistema,nula,0
10207,157,20181124,sistema,baja,1
10208,157,20181130,sistema,nula,0
10209,157,20181202,sistema,nula,0
10210,157,20181203,sistema,media,1
10211,157,20181205,integración,alta,1
10212,157,20181207,integración,nula,0
10213,157,20181207,sistema,nula,0
10214,157,20181208,integración,nula,0
10215,157,20181210,integración,nula,0
10216,157,20181216,integración,nula,0
10217,157,20181222,integración,nula,0
10218,157,20181223,integración,alta,1
10219,157,20181223,integración,nula,0
10220,157,20181223,sistema,nula,0
10221,157,20181224,sistema,nula,0
10222,157,20181228,integración,alta,1
10223,157,20181228,sistema,nula,0
10224,157,20181229,integración,nula,0
10225,157,20181231,sistema,nula,0
10226,157,20190102,integración,nula,0
10227,157,20190104,integración,nula,0
10228,157,20190107,integración,nula,0
10229,157,20190108,integración,nula,0
10230,157,20190110,integración,nula,0
10231,157,20190110,sistema,nula,0
10232,157,20190111,integración,nula,0
10233,157,20190114,integración,nula,0
10234,157,20190114,sistema,nula,0
10235,157,20190121,integración,nula,0
10236,157,20190121,sistema,nula,0
10237,157,20190122,sistema,alta,1
10238,157,20190122,sistema,media,1
10239,157,20190122,sistema,nula,0
10240,157,20190128,integración,nula,0
10241,157,20190128,sistema,nula,0
10242,157,20190129,sistema,nula,0
10243,157,20190130,sistema,nula,0
10244,157,20190201,sistema,nula,0
10245,157,20190202,sistema,crítica,2
10246,157,20190202,sistema,nula,0
10247,157,20190203,sistema,crítica,1
10248,157,20190203,sistema,nula,0
10249,157,20190204,sistema,nula,0
10250,157,20190208,sistema,nula,0
10251,157,20190209,integración,alta,1
10252,157,20190212,integración,nula,0
10253,157,20190213,integración,nula,0
10254,157,20190223,sistema,nula,0
10255,157,20190224,sistema,nula,0
10256,157,20190225,integración,nula,0
10257,157,20190226,integración,nula,0
10258,157,20190227,integración,nula,0
10259,157,20190301,integración,alta,1
10260,157,20190302,integración,nula,0
10261,157,20190305,sistema,nula,0
10262,157,20190306,integración,nula,0
10263,157,20190306,sistema,nula,0
10264,157,20190308,integración,alta,1
10265,157,20190310,integración,nula,0
10266,157,20190312,integración,nula,0
10267,157,20190314,integración,nula,0
10268,157,20190315,sistema,nula,0
10269,157,20190316,integración,alta,1
10270,157,20190316,integración,nula,0
10271,157,20190317,integración,nula,0
10272,157,20190318,sistema,baja,1
10273,157,20190318,sistema,nula,0
10274,157,20190319,integración,nula,0
10275,157,20190321,integración,baja,1
10276,157,20190321,sistema,nula,0
10277,157,20190325,sistema,nula,0
10278,157,20190326,integración,nula,0
10279,157,20190326,sistema,nula,0
10280,157,20190329,sistema,nula,0
10281,157,20190402,integración,nula,0
10282,157,20190402,sistema,nula,0
10283,157,20190403,sistema,nula,0
10284,157,20190405,integración,nula,0
10285,157,20190405,sistema,nula,0
10286,157,20190406,sistema,nula,0
10287,157,20190407,sistema,nula,0
10288,157,20190408,sistema,nula,0
10289,157,20190409,integración,crítica,1
10290,157,20190409,integración,nula,0
10291,157,20190409,sistema,media,1
10292,157,20190411,sistema,media,1
10293,157,20190412,sistema,nula,0
10294,157,20190414,sistema,nula,0
10295,157,20190415,integración,nula,0
10296,157,20190416,integración,nula,0
10297,157,20190417,integración,nula,0
10298,157,20190417,sistema,nula,0
10299,157,20190418,integración,nula,0
10300,157,20190419,sistema,nula,0
10301,157,20190420,sistema,nula,0
10302,157,20190422,integración,nula,0
10303,157,20190424,integración,nula,0
10304,157,20190426,integración,nula,0
10305,157,20190427,integración,crítica,1
10306,157,20190428,sistema,nula,0
10307,157,20190429,sistema,nula,0
10308,157,20190430,integración,nula,0
10309,157,20190501,sistema,nula,0
10310,157,20190502,sistema,nula,0
10311,157,20190504,sistema,alta,1
10312,157,20190506,sistema,nula,0
10313,157,20190507,integración,baja,1
10314,157,20190508,integración,nula,0
10315,157,20190509,sistema,nula,0
10316,157,20190511,sistema,crítica,2
10317,157,20190512,integración,nula,0
10318,157,20190515,sistema,baja,1
10319,157,20190516,sistema,nula,0
10320,157,20190518,integración,nula,0
10321,157,20190518,sistema,nula,0
10322,157,20190519,integración,crítica,1
10323,157,20190521,sistema,nula,0
10324,157,20190523,sistema,nula,0
10325,157,20190527,integración,nula,0
10326,157,20190529,integración,nula,0
10327,157,20190602,integración,nula,0
10328,157,20190604,sistema,media,1
10329,157,20190604,sistema,nula,0
10330,157,20190606,integración,nula,0
10331,157,20190607,sistema,baja,1
10332,157,20190612,integración,nula,0
10333,158,20241103,integración,nula,0
10334,158,20241116,integración,nula,0
10335,158,20241203,sistema,nula,0
10336,158,20241216,sistema,nula,0
10337,158,20241224,integración,nula,0
10338,158,20241226,sistema,nula,0
10339,158,20241228,sistema,nula,0
10340,158,20250101,sistema,crítica,1
10341,158,20250113,sistema,nula,0
10342,158,20250114,sistema,nula,0
10343,158,20250115,integración,alta,1
10344,158,20250117,integración,nula,0
10345,158,20250122,integración,nula,0
10346,158,20250123,integración,nula,0
10347,158,20250123,sistema,nula,0
10348,158,20250124,integración,nula,0
10349,158,20250124,sistema,nula,0
10350,158,20250126,integración,nula,0
10351,158,20250127,integración,nula,0
10352,158,20250128,sistema,nula,0
10353,158,20250129,integración,nula,0
10354,158,20250129,sistema,nula,0
10355,158,20250201,sistema,nula,0
10356,158,20250207,integración,nula,0
10357,158,20250208,sistema,nula,0
10358,158,20250209,sistema,nula,0
10359,158,20250210,integración,nula,0
10360,158,20250211,sistema,baja,1
10361,158,20250211,sistema,nula,0
10362,158,20250212,sistema,nula,0
10363,158,20250213,sistema,nula,0
10364,158,20250214,integración,nula,0
10365,158,20250214,sistema,nula,0
10366,158,20250215,sistema,nula,0
10367,158,20250217,integración,nula,0
10368,158,20250221,integración,nula,0
10369,158,20250223,integración,nula,0
10370,158,20250226,sistema,baja,1
10371,158,20250226,sistema,nula,0
10372,158,20250228,integración,nula,0
10373,158,20250301,integración,nula,0
10374,158,20250305,sistema,nula,0
10375,158,20250312,sistema,nula,0
10376,158,20250314,integración,nula,0
10377,158,20250314,sistema,nula,0
10378,158,20250315,integración,nula,0
10379,158,20250317,integración,nula,0
10380,158,20250318,integración,nula,0
10381,158,20250318,sistema,nula,0
10382,158,20250319,sistema,nula,0
10383,158,20250320,sistema,nula,0
10384,158,20250321,integración,nula,0
10385,159,20210506,integración,nula,0
10386,159,20210522,integración,nula,0
10387,159,20210601,integración,nula,0
10388,159,20210607,integración,nula,0
10389,159,20210611,sistema,alta,1
10390,159,20210616,integración,nula,0
10391,159,20210619,sistema,nula,0
10392,159,20210622,integración,nula,0
10393,159,20210623,integración,nula,0
10394,159,20210623,sistema,media,1
10395,159,20210624,sistema,alta,1
10396,159,20210628,integración,nula,0
10397,159,20210707,integración,baja,1
10398,159,20210707,integración,nula,0
10399,159,20210708,sistema,nula,0
10400,159,20210714,integración,nula,0
10401,159,20210715,integración,nula,0
10402,159,20210718,sistema,nula,0
10403,159,20210719,integración,nula,0
10404,159,20210722,sistema,baja,1
10405,159,20210725,integración,nula,0
10406,159,20210729,integración,nula,0
10407,159,20210729,sistema,nula,0
10408,159,20210730,sistema,nula,0
10409,159,20210731,sistema,alta,1
10410,159,20210801,integración,nula,0
10411,159,20210802,sistema,nula,0
10412,159,20210803,integración,nula,0
10413,159,20210806,integración,nula,0
10414,159,20210807,integración,nula,0
10415,159,20210808,sistema,nula,0
10416,159,20210809,sistema,nula,0
10417,159,20210810,integración,nula,0
10418,159,20210811,sistema,nula,0
10419,159,20210817,sistema,nula,0
10420,159,20210819,integración,baja,1
10421,159,20210819,integración,nula,0
10422,159,20210819,sistema,nula,0
10423,159,20210822,integración,nula,0
10424,159,20210825,integración,nula,0
10425,159,20210826,sistema,nula,0
10426,159,20210828,integración,nula,0
10427,159,20210829,integración,nula,0
10428,159,20210830,sistema,nula,0
10429,159,20210831,sistema,nula,0
10430,159,20210902,sistema,nula,0
10431,159,20210903,integración,nula,0
10432,159,20210904,sistema,baja,1
10433,159,20210904,sistema,nula,0
10434,159,20210905,sistema,nula,0
10435,159,20210906,sistema,nula,0
10436,159,20210907,integración,nula,0
10437,159,20210908,sistema,nula,0
10438,159,20210911,sistema,nula,0
10439,159,20210912,sistema,nula,0
10440,159,20210924,integración,nula,0
10441,159,20210924,sistema,nula,0
10442,159,20210928,sistema,nula,0
10443,159,20210929,sistema,alta,1
10444,159,20211001,integración,nula,0
10445,159,20211002,integración,nula,0
10446,160,20190501,sistema,nula,0
10447,160,20190616,sistema,nula,0
10448,160,20190622,sistema,crítica,1
10449,160,20190702,integración,nula,0
10450,160,20190802,sistema,nula,0
10451,160,20190815,sistema,media,1
10452,160,20190818,integración,nula,0
10453,160,20190824,sistema,nula,0
10454,160,20190831,integración,nula,0
10455,160,20190902,integración,alta,1
10456,160,20190915,sistema,nula,0
10457,160,20190918,sistema,nula,0
10458,160,20190929,sistema,nula,0
10459,160,20191005,integración,nula,0
10460,160,20191009,sistema,nula,0
10461,160,20191012,sistema,baja,1
10462,160,20191013,integración,alta,1
10463,160,20191017,sistema,nula,0
10464,160,20191019,integración,baja,1
10465,160,20191020,sistema,nula,0
10466,160,20191021,sistema,alta,1
10467,160,20191026,sistema,nula,0
10468,160,20191029,sistema,nula,0
10469,160,20191102,integración,nula,0
10470,160,20191103,sistema,nula,0
10471,160,20191107,integración,nula,0
10472,160,20191108,integración,nula,0
10473,160,20191108,sistema,baja,1
10474,160,20191109,integración,nula,0
10475,160,20191123,integración,nula,0
10476,160,20191124,sistema,baja,1
10477,160,20191128,integración,media,1
10478,160,20191201,integración,nula,0
10479,160,20191201,sistema,media,1
10480,160,20191203,integración,nula,0
10481,160,20191204,integración,nula,0
10482,160,20191208,integración,media,1
10483,160,20191208,integración,nula,0
10484,160,20191213,integración,nula,0
10485,160,20191214,sistema,nula,0
10486,160,20191218,integración,nula,0
10487,160,20191220,sistema,nula,0
10488,160,20191222,integración,nula,0
10489,160,20191222,sistema,nula,0
10490,160,20191225,sistema,nula,0
10491,160,20191228,sistema,nula,0
10492,160,20200103,sistema,nula,0
10493,160,20200105,integración,nula,0
10494,160,20200113,integración,nula,0
