id_hecho_calidad,nombre_proyecto,id_tiempo,tipo_prueba,severidad,cantidad_defectos_encontrados
5521,Proy-2018-incentiva,20181220,integración,nula,0
5522,Proy-2018-explota,20190228,integración,nula,0
5523,Proy-2018-explota,20190302,integración,media,1
5524,Proy-2018-explota,20190302,sistema,nula,0
5525,Proy-2018-explota,20190308,sistema,nula,0
5526,Proy-2018-explota,20190319,sistema,nula,0
5527,Proy-2018-explota,20190321,sistema,nula,0
5528,Proy-2018-explota,20190327,sistema,nula,0
5529,Proy-2018-explota,20190329,sistema,nula,0
5530,Proy-2018-explota,20190401,sistema,alta,1
5531,Proy-2018-explota,20190411,integración,nula,0
5532,Proy-2018-explota,20190411,sistema,nula,0
5533,Proy-2018-explota,20190414,sistema,nula,0
5534,Proy-2018-explota,20190415,integración,nula,0
5535,Proy-2018-explota,20190417,integración,nula,0
5536,Proy-2018-explota,20190419,integración,nula,0
5537,Proy-2018-explota,20190419,sistema,media,1
5538,Proy-2018-explota,20190421,sistema,nula,0
5539,Proy-2018-explota,20190422,integración,media,1
5540,Proy-2018-explota,20190422,integración,nula,0
5541,Proy-2018-explota,20190423,integración,nula,0
5542,Proy-2018-explota,20190423,sistema,nula,0
5543,Proy-2018-explota,20190425,integración,crítica,1
5544,Proy-2018-explota,20190425,integración,nula,0
5545,Proy-2018-explota,20190425,sistema,nula,0
5546,Proy-2018-explota,20190426,sistema,nula,0
5547,Proy-2018-explota,20190501,integración,nula,0
5548,Proy-2018-explota,20190502,integración,alta,1
5549,Proy-2018-explota,20190502,sistema,media,1
5550,Proy-2018-explota,20190503,integración,media,1
5551,Proy-2018-explota,20190504,integración,nula,0
5552,Proy-2018-explota,20190506,sistema,nula,0
5553,Proy-2018-explota,20190509,integración,crítica,1
5554,Proy-2018-explota,20190509,sistema,nula,0
5555,Proy-2018-explota,20190510,integración,nula,0
5556,Proy-2018-explota,20190512,integración,nula,0
5557,Proy-2018-explota,20190512,sistema,nula,0
5558,Proy-2018-explota,20190513,integración,nula,0
5559,Proy-2018-explota,20190515,sistema,media,1
5560,Proy-2018-explota,20190517,integración,nula,0
5561,Proy-2018-explota,20190517,sistema,nula,0
5562,Proy-2018-explota,20190519,integración,nula,0
5563,Proy-2018-explota,20190520,sistema,nula,0
5564,Proy-2018-explota,20190521,integración,nula,0
5565,Proy-2018-explota,20190522,integración,nula,0
5566,Proy-2018-explota,20190522,sistema,nula,0
5567,Proy-2018-explota,20190523,sistema,baja,1
5568,Proy-2018-explota,20190524,integración,alta,1
5569,Proy-2018-explota,20190524,integración,media,1
5570,Proy-2018-explota,20190526,sistema,alta,1
5571,Proy-2018-explota,20190529,integración,nula,0
5572,Proy-2018-explota,20190529,sistema,nula,0
5573,Proy-2018-explota,20190530,integración,baja,1
5574,Proy-2018-explota,20190530,sistema,media,1
5575,Proy-2018-explota,20190531,integración,nula,0
5576,Proy-2018-explota,20190601,integración,nula,0
5577,Proy-2018-explota,20190602,sistema,nula,0
5578,Proy-2018-explota,20190603,integración,nula,0
5579,Proy-2018-explota,20190604,integración,nula,0
5580,Proy-2018-explota,20190605,integración,nula,0
5581,Proy-2018-explota,20190605,sistema,alta,1
5582,Proy-2018-explota,20190605,sistema,nula,0
5583,Proy-2018-explota,20190607,integración,alta,1
5584,Proy-2018-explota,20190607,integración,nula,0
5585,Proy-2018-explota,20190610,integración,nula,0
5586,Proy-2018-explota,20190610,sistema,nula,0
5587,Proy-2018-explota,20190611,integración,media,1
5588,Proy-2018-explota,20190612,sistema,nula,0
5589,Proy-2018-explota,20190613,sistema,nula,0
5590,Proy-2018-explota,20190614,sistema,nula,0
5591,Proy-2018-explota,20190615,sistema,crítica,1
5592,Proy-2018-explota,20190617,integración,alta,1
5593,Proy-2018-explota,20190620,integración,nula,0
5594,Proy-2018-explota,20190624,sistema,crítica,1
5595,Proy-2016-visualiza,20161211,sistema,nula,0
5596,Proy-2016-visualiza,20161226,sistema,nula,0
5597,Proy-2016-visualiza,20161227,sistema,media,1
5598,Proy-2016-visualiza,20170109,integración,baja,1
5599,Proy-2016-visualiza,20170109,sistema,nula,0
5600,Proy-2016-visualiza,20170115,integración,nula,0
5601,Proy-2016-visualiza,20170116,integración,nula,0
5602,Proy-2016-visualiza,20170116,sistema,nula,0
5603,Proy-2016-visualiza,20170122,integración,nula,0
5604,Proy-2016-visualiza,20170123,sistema,baja,1
5605,Proy-2016-visualiza,20170124,sistema,nula,0
5606,Proy-2016-visualiza,20170125,sistema,nula,0
5607,Proy-2016-visualiza,20170128,sistema,baja,1
5608,Proy-2016-visualiza,20170128,sistema,nula,0
5609,Proy-2016-visualiza,20170203,integración,baja,1
5610,Proy-2016-visualiza,20170206,integración,media,1
5611,Proy-2016-visualiza,20170206,sistema,nula,0
5612,Proy-2016-visualiza,20170207,integración,nula,0
5613,Proy-2016-visualiza,20170211,integración,nula,0
5614,Proy-2016-visualiza,20170212,sistema,media,1
5615,Proy-2016-visualiza,20170214,integración,crítica,1
5616,Proy-2016-visualiza,20170215,sistema,nula,0
5617,Proy-2016-visualiza,20170216,integración,nula,0
5618,Proy-2016-visualiza,20170221,integración,baja,1
5619,Proy-2016-visualiza,20170221,integración,nula,0
5620,Proy-2016-visualiza,20170223,integración,nula,0
5621,Proy-2016-visualiza,20170224,sistema,nula,0
5622,Proy-2016-visualiza,20170225,integración,nula,0
5623,Proy-2016-visualiza,20170225,sistema,nula,0
5624,Proy-2016-visualiza,20170226,integración,media,1
5625,Proy-2016-visualiza,20170227,integración,nula,0
5626,Proy-2016-visualiza,20170228,integración,alta,1
5627,Proy-2016-visualiza,20170303,sistema,nula,0
5628,Proy-2016-visualiza,20170305,sistema,nula,0
5629,Proy-2016-visualiza,20170307,sistema,nula,0
5630,Proy-2016-visualiza,20170308,sistema,nula,0
5631,Proy-2016-visualiza,20170309,integración,nula,0
5632,Proy-2016-visualiza,20170309,sistema,nula,0
5633,Proy-2016-visualiza,20170310,sistema,nula,0
5634,Proy-2016-visualiza,20170311,integración,nula,0
5635,Proy-2016-visualiza,20170312,sistema,nula,0
5636,Proy-2016-visualiza,20170314,sistema,baja,1
5637,Proy-2016-visualiza,20170314,sistema,crítica,2
5638,Proy-2016-visualiza,20170314,sistema,nula,0
5639,Proy-2016-visualiza,20170315,sistema,nula,0
5640,Proy-2016-visualiza,20170317,integración,nula,0
5641,Proy-2016-visualiza,20170317,sistema,nula,0
5642,Proy-2016-visualiza,20170318,integración,alta,1
5643,Proy-2016-visualiza,20170318,sistema,nula,0
5644,Proy-2016-visualiza,20170319,integración,nula,0
5645,Proy-2016-visualiza,20170319,sistema,nula,0
5646,Proy-2016-visualiza,20170320,integración,nula,0
5647,Proy-2016-visualiza,20170320,sistema,nula,0
5648,Proy-2016-visualiza,20170321,sistema,nula,0
5649,Proy-2016-visualiza,20170322,sistema,alta,1
5650,Proy-2016-visualiza,20170322,sistema,nula,0
5651,Proy-2016-visualiza,20170323,integración,media,1
5652,Proy-2016-visualiza,20170323,sistema,nula,0
5653,Proy-2016-visualiza,20170324,integración,nula,0
5654,Proy-2016-visualiza,20170325,integración,nula,0
5655,Proy-2016-visualiza,20170326,integración,nula,0
5656,Proy-2016-visualiza,20170328,integración,nula,0
5657,Proy-2016-visualiza,20170329,sistema,nula,0
5658,Proy-2016-visualiza,20170330,integración,nula,0
5659,Proy-2016-visualiza,20170330,sistema,nula,0
5660,Proy-2016-visualiza,20170401,sistema,alta,1
5661,Proy-2016-visualiza,20170407,integración,baja,1
5662,Proy-2016-visualiza,20170407,sistema,baja,1
5663,Proy-2016-visualiza,20170408,integración,nula,0
5664,Proy-2016-visualiza,20170409,sistema,nula,0
5665,Proy-2016-visualiza,20170410,sistema,media,1
5666,Proy-2016-visualiza,20170410,sistema,nula,0
5667,Proy-2016-visualiza,20170411,integración,nula,0
5668,Proy-2016-visualiza,20170413,sistema,baja,1
5669,Proy-2016-visualiza,20170414,integración,nula,0
5670,Proy-2016-visualiza,20170415,integración,nula,0
5671,Proy-2016-visualiza,20170416,integración,nula,0
5672,Proy-2016-visualiza,20170417,integración,media,1
5673,Proy-2016-visualiza,20170420,integración,alta,1
5674,Proy-2016-visualiza,20170420,sistema,baja,1
5675,Proy-2016-visualiza,20170420,sistema,media,1
5676,Proy-2016-visualiza,20170421,sistema,baja,1
5677,Proy-2016-visualiza,20170422,integración,baja,1
5678,Proy-2016-visualiza,20170423,integración,nula,0
5679,Proy-2016-visualiza,20170424,sistema,nula,0
5680,Proy-2016-visualiza,20170425,sistema,nula,0
5681,Proy-2016-visualiza,20170426,integración,crítica,1
5682,Proy-2016-visualiza,20170426,integración,nula,0
5683,Proy-2016-visualiza,20170427,integración,nula,0
5684,Proy-2016-visualiza,20170429,integración,nula,0
5685,Proy-2016-visualiza,20170429,sistema,nula,0
5686,Proy-2016-visualiza,20170501,integración,nula,0
5687,Proy-2016-visualiza,20170501,sistema,nula,0
5688,Proy-2016-visualiza,20170502,sistema,nula,0
5689,Proy-2016-visualiza,20170504,integración,nula,0
5690,Proy-2016-visualiza,20170505,integración,baja,1
5691,Proy-2016-visualiza,20170506,sistema,nula,0
5692,Proy-2016-visualiza,20170507,integración,media,1
5693,Proy-2016-visualiza,20170509,integración,nula,0
5694,Proy-2016-visualiza,20170510,integración,alta,1
5695,Proy-2016-visualiza,20170511,sistema,nula,0
5696,Proy-2016-visualiza,20170512,integración,nula,0
5697,Proy-2016-visualiza,20170513,sistema,media,1
5698,Proy-2016-visualiza,20170513,sistema,nula,0
5699,Proy-2016-visualiza,20170514,sistema,nula,0
5700,Proy-2016-visualiza,20170515,integración,nula,0
5701,Proy-2016-visualiza,20170515,sistema,nula,0
5702,Proy-2016-visualiza,20170516,sistema,media,2
5703,Proy-2016-visualiza,20170517,sistema,nula,0
5704,Proy-2016-visualiza,20170518,integración,nula,0
5705,Proy-2016-visualiza,20170518,sistema,nula,0
5706,Proy-2016-visualiza,20170519,integración,nula,0
5707,Proy-2016-visualiza,20170519,sistema,nula,0
5708,Proy-2016-visualiza,20170520,integración,nula,0
5709,Proy-2016-visualiza,20170521,integración,nula,0
5710,Proy-2016-visualiza,20170521,sistema,nula,0
5711,Proy-2016-visualiza,20170522,integración,nula,0
5712,Proy-2016-visualiza,20170522,sistema,nula,0
5713,Proy-2016-visualiza,20170524,integración,nula,0
5714,Proy-2016-visualiza,20170524,sistema,nula,0
5715,Proy-2016-visualiza,20170525,integración,baja,1
5716,Proy-2016-visualiza,20170526,integración,nula,0
5717,Proy-2016-visualiza,20170526,sistema,nula,0
5718,Proy-2016-visualiza,20170527,integración,baja,1
5719,Proy-2016-visualiza,20170528,sistema,nula,0
5720,Proy-2016-visualiza,20170529,integración,media,1
5721,Proy-2016-visualiza,20170529,sistema,crítica,1
5722,Proy-2016-visualiza,20170530,sistema,nula,0
5723,Proy-2016-visualiza,20170531,integración,nula,0
5724,Proy-2016-visualiza,20170601,integración,media,1
5725,Proy-2016-visualiza,20170601,integración,nula,0
5726,Proy-2016-visualiza,20170602,sistema,nula,0
5727,Proy-2016-visualiza,20170606,integración,nula,0
5728,Proy-2016-visualiza,20170607,integración,nula,0
5729,Proy-2016-visualiza,20170607,sistema,nula,0
5730,Proy-2016-visualiza,20170609,sistema,nula,0
5731,Proy-2016-visualiza,20170612,sistema,nula,0
5732,Proy-2016-visualiza,20170614,integración,nula,0
5733,Proy-2016-visualiza,20170618,sistema,nula,0
5734,Proy-2019-evoluciona,20190729,integración,nula,0
5735,Proy-2019-evoluciona,20190802,sistema,nula,0
5736,Proy-2019-evoluciona,20190817,integración,nula,0
5737,Proy-2019-evoluciona,20190913,integración,nula,0
5738,Proy-2019-evoluciona,20190915,integración,nula,0
5739,Proy-2019-evoluciona,20190916,integración,nula,0
5740,Proy-2019-evoluciona,20190917,integración,nula,0
5741,Proy-2019-evoluciona,20190918,integración,crítica,1
5742,Proy-2019-evoluciona,20190921,integración,media,1
5743,Proy-2019-evoluciona,20190921,sistema,nula,0
5744,Proy-2019-evoluciona,20190923,integración,nula,0
5745,Proy-2019-evoluciona,20190924,sistema,nula,0
5746,Proy-2019-evoluciona,20190926,integración,nula,0
5747,Proy-2019-evoluciona,20190926,sistema,nula,0
5748,Proy-2019-evoluciona,20190927,integración,nula,0
5749,Proy-2019-evoluciona,20190929,sistema,baja,1
5750,Proy-2019-evoluciona,20190930,sistema,crítica,1
5751,Proy-2019-evoluciona,20190930,sistema,nula,0
5752,Proy-2019-evoluciona,20191002,sistema,nula,0
5753,Proy-2019-evoluciona,20191004,integración,nula,0
5754,Proy-2019-evoluciona,20191006,integración,nula,0
5755,Proy-2019-evoluciona,20191007,integración,nula,0
5756,Proy-2019-evoluciona,20191010,sistema,nula,0
5757,Proy-2019-evoluciona,20191013,integración,nula,0
5758,Proy-2019-evoluciona,20191013,sistema,nula,0
5759,Proy-2019-evoluciona,20191017,integración,nula,0
5760,Proy-2019-evoluciona,20191019,integración,crítica,1
5761,Proy-2019-evoluciona,20191019,integración,nula,0
5762,Proy-2019-evoluciona,20191021,sistema,nula,0
5763,Proy-2019-evoluciona,20191022,integración,nula,0
5764,Proy-2019-evoluciona,20191024,integración,nula,0
5765,Proy-2019-evoluciona,20191030,sistema,nula,0
5766,Proy-2019-evoluciona,20191031,integración,nula,0
5767,Proy-2019-evoluciona,20191101,integración,nula,0
5768,Proy-2019-evoluciona,20191103,integración,nula,0
5769,Proy-2019-evoluciona,20191105,integración,nula,0
5770,Proy-2019-evoluciona,20191105,sistema,nula,0
5771,Proy-2019-evoluciona,20191107,sistema,alta,1
5772,Proy-2019-evoluciona,20191107,sistema,nula,0
5773,Proy-2019-evoluciona,20191109,integración,nula,0
5774,Proy-2019-evoluciona,20191111,sistema,nula,0
5775,Proy-2019-evoluciona,20191112,integración,nula,0
5776,Proy-2019-evoluciona,20191113,integración,nula,0
5777,Proy-2019-evoluciona,20191113,sistema,alta,1
5778,Proy-2019-evoluciona,20191114,integración,nula,0
5779,Proy-2019-evoluciona,20191114,sistema,nula,0
5780,Proy-2019-evoluciona,20191116,integración,nula,0
5781,Proy-2019-evoluciona,20191117,integración,nula,0
5782,Proy-2019-evoluciona,20191117,sistema,media,1
5783,Proy-2019-evoluciona,20191117,sistema,nula,0
5784,Proy-2019-evoluciona,20191118,integración,nula,0
5785,Proy-2019-evoluciona,20191118,sistema,nula,0
5786,Proy-2019-evoluciona,20191119,integración,nula,0
5787,Proy-2019-evoluciona,20191122,integración,nula,0
5788,Proy-2019-evoluciona,20191122,sistema,nula,0
5789,Proy-2019-evoluciona,20191123,integración,nula,0
5790,Proy-2019-evoluciona,20191124,integración,nula,0
5791,Proy-2019-evoluciona,20191125,sistema,nula,0
5792,Proy-2019-evoluciona,20191126,integración,nula,0
5793,Proy-2019-evoluciona,20191127,integración,nula,0
5794,Proy-2019-evoluciona,20191127,sistema,nula,0
5795,Proy-2019-evoluciona,20191128,integración,nula,0
5796,Proy-2019-evoluciona,20191128,sistema,media,1
5797,Proy-2019-evoluciona,20191128,sistema,nula,0
5798,Proy-2019-evoluciona,20191129,integración,nula,0
5799,Proy-2019-evoluciona,20191130,integración,nula,0
5800,Proy-2019-evoluciona,20191130,sistema,nula,0
5801,Proy-2019-evoluciona,20191201,integración,baja,1
5802,Proy-2019-evoluciona,20191201,integración,crítica,1
5803,Proy-2019-evoluciona,20191202,integración,nula,0
5804,Proy-2019-evoluciona,20191203,integración,baja,1
5805,Proy-2019-evoluciona,20191203,sistema,baja,1
5806,Proy-2019-evoluciona,20191205,integración,nula,0
5807,Proy-2019-evoluciona,20191205,sistema,nula,0
5808,Proy-2019-evoluciona,20191206,sistema,nula,0
5809,Proy-2019-evoluciona,20191207,integración,alta,1
5810,Proy-2019-evoluciona,20191207,integración,crítica,1
5811,Proy-2019-evoluciona,20191207,sistema,nula,0
5812,Proy-2019-evoluciona,20191208,integración,alta,1
5813,Proy-2019-evoluciona,20191208,sistema,nula,0
5814,Proy-2019-evoluciona,20191209,integración,nula,0
5815,Proy-2019-evoluciona,20191210,integración,nula,0
5816,Proy-2019-evoluciona,20191211,sistema,nula,0
5817,Proy-2019-evoluciona,20191212,integración,nula,0
5818,Proy-2019-evoluciona,20191214,integración,nula,0
5819,Proy-2019-evoluciona,20191215,sistema,nula,0
5820,Proy-2019-evoluciona,20191216,integración,media,1
5821,Proy-2019-evoluciona,20191216,integración,nula,0
5822,Proy-2019-evoluciona,20191216,sistema,nula,0
5823,Proy-2019-evoluciona,20191217,integración,nula,0
5824,Proy-2019-evoluciona,20191218,integración,nula,0
5825,Proy-2019-evoluciona,20191219,integración,nula,0
5826,Proy-2019-evoluciona,20191219,sistema,baja,1
5827,Proy-2019-evoluciona,20191220,integración,baja,1
5828,Proy-2019-evoluciona,20191221,integración,nula,0
5829,Proy-2019-evoluciona,20191221,sistema,nula,0
5830,Proy-2019-evoluciona,20191222,sistema,nula,0
5831,Proy-2019-evoluciona,20191223,integración,nula,0
5832,Proy-2019-evoluciona,20191225,sistema,nula,0
5833,Proy-2019-evoluciona,20191226,integración,nula,0
5834,Proy-2019-evoluciona,20191227,sistema,crítica,1
5835,Proy-2019-evoluciona,20191229,integración,nula,0
5836,Proy-2019-evoluciona,20191231,integración,alta,1
5837,Proy-2019-evoluciona,20191231,integración,nula,0
5838,Proy-2019-evoluciona,20191231,sistema,nula,0
5839,Proy-2019-evoluciona,20200102,integración,nula,0
5840,Proy-2019-evoluciona,20200105,integración,nula,0
5841,Proy-2019-evoluciona,20200106,integración,nula,0
5842,Proy-2019-evoluciona,20200107,sistema,alta,1
5843,Proy-2019-evoluciona,20200109,integración,nula,0
5844,Proy-2019-evoluciona,20200110,sistema,nula,0
5845,Proy-2019-evoluciona,20200111,sistema,nula,0
5846,Proy-2019-evoluciona,20200112,sistema,nula,0
5847,Proy-2019-evoluciona,20200113,sistema,nula,0
5848,Proy-2019-evoluciona,20200114,integración,crítica,1
5849,Proy-2019-evoluciona,20200114,sistema,nula,0
5850,Proy-2019-evoluciona,20200116,sistema,nula,0
5851,Proy-2019-evoluciona,20200117,integración,nula,0
5852,Proy-2019-evoluciona,20200118,integración,nula,0
5853,Proy-2019-evoluciona,20200118,sistema,media,1
5854,Proy-2019-evoluciona,20200119,sistema,nula,0
5855,Proy-2019-evoluciona,20200120,integración,nula,0
5856,Proy-2019-evoluciona,20200122,integración,alta,1
5857,Proy-2019-evoluciona,20200122,sistema,nula,0
5858,Proy-2019-evoluciona,20200125,sistema,nula,0
5859,Proy-2019-evoluciona,20200206,sistema,nula,0
5860,Proy-2019-evoluciona,20200207,sistema,nula,0
5861,Proy-2019-evoluciona,20200209,integración,nula,0
5862,Proy-2017-sintetiza,20170819,integración,nula,0
5863,Proy-2017-sintetiza,20170819,sistema,baja,1
5864,Proy-2017-sintetiza,20170829,sistema,nula,0
5865,Proy-2017-sintetiza,20170905,sistema,nula,0
5866,Proy-2017-sintetiza,20170924,sistema,nula,0
5867,Proy-2017-sintetiza,20170928,sistema,nula,0
5868,Proy-2017-sintetiza,20170930,integración,baja,1
5869,Proy-2017-sintetiza,20171009,integración,nula,0
5870,Proy-2017-sintetiza,20171016,integración,nula,0
5871,Proy-2017-sintetiza,20171019,sistema,nula,0
5872,Proy-2017-sintetiza,20171026,integración,nula,0
5873,Proy-2017-sintetiza,20171029,sistema,nula,0
5874,Proy-2017-sintetiza,20171102,integración,nula,0
5875,Proy-2017-sintetiza,20171102,sistema,nula,0
5876,Proy-2017-sintetiza,20171104,sistema,nula,0
5877,Proy-2017-sintetiza,20171106,integración,alta,1
5878,Proy-2017-sintetiza,20171110,integración,nula,0
5879,Proy-2017-sintetiza,20171130,sistema,nula,0
5880,Proy-2017-sintetiza,20171204,integración,nula,0
5881,Proy-2017-sintetiza,20171206,integración,nula,0
5882,Proy-2017-sintetiza,20171206,sistema,nula,0
5883,Proy-2017-sintetiza,20171207,sistema,nula,0
5884,Proy-2017-sintetiza,20171213,sistema,alta,1
5885,Proy-2017-sintetiza,20171217,sistema,nula,0
5886,Proy-2017-sintetiza,20171219,integración,nula,0
5887,Proy-2017-sintetiza,20171230,sistema,nula,0
5888,Proy-2018-cultiva,20180713,integración,nula,0
5889,Proy-2018-cultiva,20180720,integración,nula,0
5890,Proy-2018-cultiva,20180725,sistema,nula,0
5891,Proy-2018-cultiva,20180729,integración,nula,0
5892,Proy-2018-cultiva,20180804,sistema,nula,0
5893,Proy-2018-cultiva,20180808,integración,nula,0
5894,Proy-2018-cultiva,20180809,integración,nula,0
5895,Proy-2018-cultiva,20180810,integración,nula,0
5896,Proy-2018-cultiva,20180813,integración,nula,0
5897,Proy-2018-cultiva,20180814,sistema,crítica,1
5898,Proy-2018-cultiva,20180817,sistema,nula,0
5899,Proy-2018-cultiva,20180818,sistema,nula,0
5900,Proy-2018-cultiva,20180820,integración,nula,0
5901,Proy-2018-cultiva,20180821,integración,nula,0
5902,Proy-2018-cultiva,20180824,sistema,nula,0
5903,Proy-2018-cultiva,20180825,sistema,nula,0
5904,Proy-2018-cultiva,20180826,integración,nula,0
5905,Proy-2018-cultiva,20180827,sistema,nula,0
5906,Proy-2018-cultiva,20180828,integración,nula,0
5907,Proy-2018-cultiva,20180831,sistema,nula,0
5908,Proy-2018-cultiva,20180901,sistema,nula,0
5909,Proy-2018-cultiva,20180902,sistema,nula,0
5910,Proy-2018-cultiva,20180903,integración,nula,0
5911,Proy-2018-cultiva,20180904,integración,media,1
5912,Proy-2018-cultiva,20180904,integración,nula,0
5913,Proy-2018-cultiva,20180904,sistema,nula,0
5914,Proy-2018-cultiva,20180905,integración,baja,1
5915,Proy-2018-cultiva,20180905,integración,nula,0
5916,Proy-2018-cultiva,20180906,integración,baja,1
5917,Proy-2018-cultiva,20180906,integración,nula,0
5918,Proy-2018-cultiva,20180907,sistema,nula,0
5919,Proy-2018-cultiva,20180908,integración,nula,0
5920,Proy-2018-cultiva,20180908,sistema,nula,0
5921,Proy-2018-cultiva,20180909,integración,nula,0
5922,Proy-2018-cultiva,20180909,sistema,nula,0
5923,Proy-2018-cultiva,20180910,integración,alta,1
5924,Proy-2018-cultiva,20180911,integración,alta,1
5925,Proy-2018-cultiva,20180911,sistema,nula,0
5926,Proy-2018-cultiva,20180912,integración,nula,0
5927,Proy-2018-cultiva,20180912,sistema,nula,0
5928,Proy-2018-cultiva,20180914,sistema,nula,0
5929,Proy-2018-cultiva,20180915,sistema,nula,0
5930,Proy-2018-cultiva,20180916,sistema,crítica,1
5931,Proy-2018-cultiva,20180918,integración,nula,0
5932,Proy-2018-cultiva,20180919,integración,crítica,1
5933,Proy-2018-cultiva,20180919,integración,nula,0
5934,Proy-2018-cultiva,20180919,sistema,nula,0
5935,Proy-2018-cultiva,20180920,integración,nula,0
5936,Proy-2018-cultiva,20180920,sistema,nula,0
5937,Proy-2018-cultiva,20180921,integración,nula,0
5938,Proy-2018-cultiva,20180921,sistema,nula,0
5939,Proy-2018-cultiva,20180923,integración,baja,1
5940,Proy-2018-cultiva,20180923,integración,nula,0
5941,Proy-2018-cultiva,20180923,sistema,nula,0
5942,Proy-2018-cultiva,20180924,sistema,nula,0
5943,Proy-2018-cultiva,20180925,integración,alta,1
5944,Proy-2018-cultiva,20180925,sistema,nula,0
5945,Proy-2018-cultiva,20180926,sistema,nula,0
5946,Proy-2018-cultiva,20180927,sistema,nula,0
5947,Proy-2018-cultiva,20180928,integración,nula,0
5948,Proy-2018-cultiva,20180929,integración,nula,0
5949,Proy-2018-cultiva,20180929,sistema,nula,0
5950,Proy-2018-cultiva,20181001,integración,alta,1
5951,Proy-2018-cultiva,20181001,integración,nula,0
5952,Proy-2018-cultiva,20181001,sistema,crítica,1
5953,Proy-2018-cultiva,20181001,sistema,nula,0
5954,Proy-2018-cultiva,20181003,integración,nula,0
5955,Proy-2018-cultiva,20181003,sistema,nula,0
5956,Proy-2018-cultiva,20181004,sistema,nula,0
5957,Proy-2018-cultiva,20181005,integración,nula,0
5958,Proy-2018-cultiva,20181005,sistema,nula,0
5959,Proy-2018-cultiva,20181008,integración,nula,0
5960,Proy-2018-cultiva,20181008,sistema,nula,0
5961,Proy-2018-cultiva,20181009,integración,nula,0
5962,Proy-2018-cultiva,20181009,sistema,nula,0
5963,Proy-2018-cultiva,20181010,integración,nula,0
5964,Proy-2018-cultiva,20181010,sistema,nula,0
5965,Proy-2018-cultiva,20181011,integración,nula,0
5966,Proy-2018-cultiva,20181011,sistema,baja,1
5967,Proy-2018-cultiva,20181012,integración,media,1
5968,Proy-2018-cultiva,20181013,integración,nula,0
5969,Proy-2018-cultiva,20181014,integración,nula,0
5970,Proy-2018-cultiva,20181014,sistema,nula,0
5971,Proy-2018-cultiva,20181015,integración,crítica,1
5972,Proy-2018-cultiva,20181015,sistema,nula,0
5973,Proy-2018-cultiva,20181016,sistema,nula,0
5974,Proy-2018-cultiva,20181018,integración,nula,0
5975,Proy-2018-cultiva,20181018,sistema,media,1
5976,Proy-2018-cultiva,20181018,sistema,nula,0
5977,Proy-2018-cultiva,20181022,integración,nula,0
5978,Proy-2018-cultiva,20181022,sistema,nula,0
5979,Proy-2018-cultiva,20181023,integración,nula,0
5980,Proy-2018-cultiva,20181023,sistema,nula,0
5981,Proy-2018-cultiva,20181024,integración,nula,0
5982,Proy-2018-cultiva,20181024,sistema,nula,0
5983,Proy-2018-cultiva,20181025,integración,alta,1
5984,Proy-2018-cultiva,20181027,integración,nula,0
5985,Proy-2018-cultiva,20181027,sistema,alta,1
5986,Proy-2018-cultiva,20181027,sistema,nula,0
5987,Proy-2018-cultiva,20181029,sistema,nula,0
5988,Proy-2018-cultiva,20181030,sistema,nula,0
5989,Proy-2018-cultiva,20181031,integración,nula,0
5990,Proy-2024-visualiza,20240330,sistema,nula,0
5991,Proy-2024-visualiza,20240405,sistema,nula,0
5992,Proy-2024-visualiza,20240406,sistema,nula,0
5993,Proy-2024-visualiza,20240411,sistema,nula,0
5994,Proy-2024-visualiza,20240413,integración,nula,0
5995,Proy-2024-visualiza,20240415,sistema,baja,1
5996,Proy-2024-visualiza,20240416,integración,nula,0
5997,Proy-2024-visualiza,20240416,sistema,nula,0
5998,Proy-2024-visualiza,20240417,sistema,nula,0
5999,Proy-2024-visualiza,20240418,integración,nula,0
6000,Proy-2024-visualiza,20240419,sistema,nula,0
6001,Proy-2024-visualiza,20240420,sistema,nula,0
6002,Proy-2024-visualiza,20240422,integración,media,1
6003,Proy-2024-visualiza,20240423,sistema,nula,0
6004,Proy-2024-visualiza,20240424,integración,nula,0
6005,Proy-2024-visualiza,20240424,sistema,baja,1
6006,Proy-2024-visualiza,20240425,integración,alta,1
6007,Proy-2024-visualiza,20240425,sistema,alta,1
6008,Proy-2024-visualiza,20240425,sistema,nula,0
6009,Proy-2024-visualiza,20240426,integración,baja,1
6010,Proy-2024-visualiza,20240426,integración,media,1
6011,Proy-2024-visualiza,20240426,integración,nula,0
6012,Proy-2024-visualiza,20240427,integración,nula,0
6013,Proy-2024-visualiza,20240427,sistema,nula,0
6014,Proy-2024-visualiza,20240428,integración,nula,0
6015,Proy-2024-visualiza,20240428,sistema,nula,0
6016,Proy-2024-visualiza,20240429,integración,nula,0
6017,Proy-2024-visualiza,20240429,sistema,nula,0
6018,Proy-2024-visualiza,20240430,sistema,alta,1
6019,Proy-2024-visualiza,20240430,sistema,nula,0
6020,Proy-2024-visualiza,20240501,integración,nula,0
6021,Proy-2024-visualiza,20240501,sistema,nula,0
6022,Proy-2024-visualiza,20240502,integración,nula,0
6023,Proy-2024-visualiza,20240503,integración,nula,0
6024,Proy-2024-visualiza,20240503,sistema,nula,0
6025,Proy-2024-visualiza,20240504,integración,nula,0
6026,Proy-2024-visualiza,20240504,sistema,nula,0
6027,Proy-2024-visualiza,20240505,integración,media,1
